Node,stress,X,Y,Z
35795  ,5.687e+05   ,2601  ,1500  ,1502.7
35796  ,6.541e+05   ,2602.9  ,1500  ,1500.4
35797  ,6.190e+05   ,2601  ,-1500  ,1502.7
35798  ,6.587e+05   ,2602.9  ,-1500  ,1500.4
35803  ,6.049e+05   ,2601  ,-1495.6  ,1502.7
35804  ,5.898e+05   ,2601  ,-1491.2  ,1502.7
35805  ,5.547e+05   ,2601  ,-1486.8  ,1502.7
35806  ,5.480e+05   ,2601  ,-1482.4  ,1502.7
35807  ,5.284e+05   ,2601  ,-1478.1  ,1502.7
35808  ,5.288e+05   ,2601  ,-1473.7  ,1502.7
35809  ,5.252e+05   ,2601  ,-1469.3  ,1502.7
35810  ,5.222e+05   ,2601  ,-1464.9  ,1502.7
35811  ,5.257e+05   ,2601  ,-1460.5  ,1502.7
35812  ,5.222e+05   ,2601  ,-1456.1  ,1502.7
35813  ,5.167e+05   ,2601  ,-1451.7  ,1502.7
35814  ,5.190e+05   ,2601  ,-1447.4  ,1502.7
35815  ,5.219e+05   ,2601  ,-1443  ,1502.7
35816  ,5.303e+05   ,2601  ,-1438.6  ,1502.7
35817  ,5.564e+05   ,2601  ,-1434.2  ,1502.7
35818  ,5.092e+05   ,2601  ,-1429.8  ,1502.7
35819  ,5.076e+05   ,2601  ,-1425.4  ,1502.7
35820  ,5.030e+05   ,2601  ,-1421  ,1502.7
35821  ,5.069e+05   ,2601  ,-1416.7  ,1502.7
35822  ,5.065e+05   ,2601  ,-1412.3  ,1502.7
35823  ,5.040e+05   ,2601  ,-1407.9  ,1502.7
35824  ,5.066e+05   ,2601  ,-1403.5  ,1502.7
35825  ,5.041e+05   ,2601  ,-1399.1  ,1502.7
35826  ,5.023e+05   ,2601  ,-1394.7  ,1502.7
35827  ,5.037e+05   ,2601  ,-1390.3  ,1502.7
35828  ,5.010e+05   ,2601  ,-1386  ,1502.7
35829  ,5.011e+05   ,2601  ,-1381.6  ,1502.7
35830  ,4.985e+05   ,2601  ,-1377.2  ,1502.7
35831  ,4.980e+05   ,2601  ,-1372.8  ,1502.7
35832  ,4.966e+05   ,2601  ,-1368.4  ,1502.7
35833  ,4.975e+05   ,2601  ,-1364  ,1502.7
35834  ,4.936e+05   ,2601  ,-1359.6  ,1502.7
35835  ,4.938e+05   ,2601  ,-1355.3  ,1502.7
35836  ,4.930e+05   ,2601  ,-1350.9  ,1502.7
35837  ,4.936e+05   ,2601  ,-1346.5  ,1502.7
