Location,stress,X,Y,Z
60381  ,2.905e-02   ,305  ,1143.1  ,-76.484
60382  ,2.995e-02   ,305  ,1147.4  ,-76.484
60383  ,3.068e-02   ,305  ,1151.8  ,-76.484
60384  ,4.752e-02   ,305  ,1156.2  ,-76.484
60385  ,4.031e-02   ,305  ,1160.6  ,-76.484
60386  ,3.534e-02   ,305  ,1165  ,-76.484
60387  ,3.346e-02   ,305  ,1169.3  ,-76.484
60388  ,3.224e-02   ,305  ,1173.7  ,-76.484
60389  ,3.185e-02   ,305  ,1178.1  ,-76.484
60390  ,3.208e-02   ,305  ,1182.5  ,-76.484
60391  ,3.222e-02   ,305  ,1186.9  ,-76.484
60392  ,3.177e-02   ,305  ,1191.2  ,-76.484
60393  ,3.215e-02   ,305  ,1195.6  ,-76.484
60394  ,3.200e-02   ,305  ,1200  ,-76.484
60395  ,3.180e-02   ,305  ,1204.4  ,-76.484
60396  ,3.873e-02   ,305  ,1208.8  ,-76.484
60397  ,4.534e-02   ,305  ,1213.1  ,-76.484
60398  ,4.921e-02   ,305  ,1217.5  ,-76.484
60399  ,3.444e-02   ,305  ,1221.9  ,-76.484
60400  ,3.261e-02   ,305  ,1226.3  ,-76.484
60401  ,3.113e-02   ,305  ,1230.7  ,-76.484
60402  ,3.164e-02   ,305  ,1235  ,-76.484
60403  ,4.729e-02   ,305  ,1239.4  ,-76.484
60404  ,3.812e-02   ,305  ,1243.8  ,-76.484
60405  ,3.274e-02   ,305  ,1248.2  ,-76.484
60406  ,2.919e-02   ,305  ,1252.6  ,-76.484
60407  ,4.944e-02   ,305  ,1256.9  ,-76.484
60408  ,4.543e-02   ,305  ,1261.3  ,-76.484
60409  ,3.367e-02   ,305  ,1265.7  ,-76.484
60410  ,3.276e-02   ,305  ,1270.1  ,-76.484
60411  ,3.109e-02   ,305  ,1274.5  ,-76.484
60412  ,3.116e-02   ,305  ,1278.8  ,-76.484
60413  ,3.167e-02   ,305  ,1283.2  ,-76.484
60414  ,3.145e-02   ,305  ,1287.6  ,-76.484
60415  ,3.865e-02   ,305  ,1292  ,-76.484
60416  ,4.834e-02   ,305  ,1296.4  ,-76.484
60417  ,4.409e-02   ,305  ,1300.7  ,-76.484
60418  ,3.337e-02   ,305  ,1305.1  ,-76.484
60419  ,3.270e-02   ,305  ,1309.5  ,-76.484
60420  ,3.125e-02   ,305  ,1313.9  ,-76.484
60421  ,3.221e-02   ,305  ,1318.2  ,-76.484
60422  ,3.254e-02   ,305  ,1322.6  ,-76.484
60423  ,3.180e-02   ,305  ,1327  ,-76.484
60424  ,3.134e-02   ,305  ,1331.4  ,-76.484
60425  ,3.206e-02   ,305  ,1335.8  ,-76.484
60426  ,3.235e-02   ,305  ,1340.1  ,-76.484
60427  ,3.143e-02   ,305  ,1344.5  ,-76.484
60428  ,3.197e-02   ,305  ,1348.9  ,-76.484
60429  ,3.113e-02   ,305  ,1353.3  ,-76.484
60430  ,3.193e-02   ,305  ,1357.7  ,-76.484
60431  ,3.138e-02   ,305  ,1362  ,-76.484
60432  ,3.097e-02   ,305  ,1366.4  ,-76.484
60433  ,3.171e-02   ,305  ,1370.8  ,-76.484
60434  ,3.217e-02   ,305  ,1375.2  ,-76.484
60435  ,3.134e-02   ,305  ,1379.6  ,-76.484
60436  ,3.112e-02   ,305  ,1383.9  ,-76.484
60437  ,3.192e-02   ,305  ,1388.3  ,-76.484
60438  ,3.174e-02   ,305  ,1392.7  ,-76.484
60439  ,3.128e-02   ,305  ,1397.1  ,-76.484
60440  ,3.103e-02   ,305  ,1401.5  ,-76.484
60441  ,3.169e-02   ,305  ,1405.8  ,-76.484
60442  ,3.168e-02   ,305  ,1410.2  ,-76.484
60443  ,3.153e-02   ,305  ,1414.6  ,-76.484
60444  ,3.200e-02   ,305  ,1419  ,-76.484
60445  ,3.159e-02   ,305  ,1423.4  ,-76.484
60446  ,2.898e-02   ,305  ,1427.7  ,-76.484
60447  ,3.080e-02   ,305  ,1432.1  ,-76.484
60448  ,2.917e-02   ,305  ,1436.5  ,-76.484
60449  ,3.241e-02   ,305  ,1440.9  ,-76.484
60450  ,3.161e-02   ,305  ,1445.3  ,-76.484
60451  ,3.129e-02   ,305  ,1449.6  ,-76.484
60452  ,3.249e-02   ,305  ,1454  ,-76.484
60453  ,3.199e-02   ,305  ,1458.4  ,-76.484
60454  ,3.157e-02   ,305  ,1462.8  ,-76.484
60455  ,3.176e-02   ,305  ,1467.2  ,-76.484
60456  ,3.210e-02   ,305  ,1471.5  ,-76.484
60457  ,3.218e-02   ,305  ,1475.9  ,-76.484
60458  ,3.090e-02   ,305  ,1480.3  ,-76.484
60459  ,3.226e-02   ,305  ,1484.7  ,-76.484
60460  ,3.274e-02   ,305  ,1489.1  ,-76.484
60461  ,3.052e-02   ,305  ,1493.4  ,-76.484
60462  ,3.213e-02   ,305  ,1497.8  ,-76.484
60463  ,3.220e-02   ,305  ,1502.2  ,-76.484
60464  ,3.284e-02   ,305  ,1506.6  ,-76.484
60465  ,3.159e-02   ,305  ,1510.9  ,-76.484
60466  ,3.130e-02   ,305  ,1515.3  ,-76.484
60467  ,3.212e-02   ,305  ,1519.7  ,-76.484
60468  ,3.160e-02   ,305  ,1524.1  ,-76.484
60469  ,3.138e-02   ,305  ,1528.5  ,-76.484
60470  ,3.164e-02   ,305  ,1532.8  ,-76.484
60471  ,3.346e-02   ,305  ,1537.2  ,-76.484
60472  ,3.836e-02   ,305  ,1541.6  ,-76.484
60473  ,4.479e-02   ,305  ,1546  ,-76.484
60474  ,4.976e-02   ,305  ,1550.4  ,-76.484
60475  ,3.607e-02   ,305  ,1554.7  ,-76.484
60476  ,3.054e-02   ,305  ,1559.1  ,-76.484
60477  ,4.825e-02   ,305  ,1563.5  ,-76.484
60478  ,3.474e-02   ,305  ,1567.9  ,-76.484
60479  ,3.340e-02   ,305  ,1572.3  ,-76.484
60480  ,3.218e-02   ,305  ,1576.6  ,-76.484
60481  ,3.140e-02   ,305  ,1581  ,-76.484
60482  ,3.013e-02   ,305  ,1585.4  ,-76.484
60483  ,2.899e-02   ,305  ,1589.8  ,-76.484
60484  ,3.005e-02   ,305  ,1594.2  ,-76.484
60485  ,4.535e-02   ,305  ,1598.5  ,-76.484
60486  ,3.443e-02   ,305  ,1602.9  ,-76.484
60487  ,3.252e-02   ,305  ,1607.3  ,-76.484
60488  ,3.140e-02   ,305  ,1611.7  ,-76.484
60489  ,3.147e-02   ,305  ,1616.1  ,-76.484
60490  ,3.087e-02   ,305  ,1620.4  ,-76.484
60491  ,3.217e-02   ,305  ,1624.8  ,-76.484
60492  ,3.121e-02   ,305  ,1629.2  ,-76.484
60493  ,3.184e-02   ,305  ,1633.6  ,-76.484
60494  ,3.181e-02   ,305  ,1638  ,-76.484
60495  ,3.135e-02   ,305  ,1642.3  ,-76.484
60496  ,3.229e-02   ,305  ,1646.7  ,-76.484
60497  ,3.177e-02   ,305  ,1651.1  ,-76.484
60498  ,3.197e-02   ,305  ,1655.5  ,-76.484
60499  ,3.194e-02   ,305  ,1659.9  ,-76.484
60500  ,3.120e-02   ,305  ,1664.2  ,-76.484
60501  ,3.204e-02   ,305  ,1668.6  ,-76.484
60502  ,3.205e-02   ,305  ,1673  ,-76.484
60503  ,3.201e-02   ,305  ,1677.4  ,-76.484
60504  ,3.167e-02   ,305  ,1681.8  ,-76.484
60505  ,3.098e-02   ,305  ,1686.1  ,-76.484
60506  ,2.928e-02   ,305  ,1690.5  ,-76.484
60507  ,3.035e-02   ,305  ,1694.9  ,-76.484
60508  ,3.160e-02   ,305  ,1699.3  ,-76.484
60509  ,3.197e-02   ,305  ,1703.6  ,-76.484
60510  ,3.142e-02   ,305  ,1708  ,-76.484
60511  ,3.232e-02   ,305  ,1712.4  ,-76.484
60512  ,3.271e-02   ,305  ,1716.8  ,-76.484
60513  ,3.110e-02   ,305  ,1721.2  ,-76.484
60514  ,3.263e-02   ,305  ,1725.5  ,-76.484
60515  ,3.163e-02   ,305  ,1729.9  ,-76.484
60516  ,3.264e-02   ,305  ,1734.3  ,-76.484
60517  ,3.191e-02   ,305  ,1738.7  ,-76.484
60518  ,3.219e-02   ,305  ,1743.1  ,-76.484
60519  ,3.253e-02   ,305  ,1747.4  ,-76.484
60520  ,3.164e-02   ,305  ,1751.8  ,-76.484
60521  ,3.393e-02   ,305  ,1756.2  ,-76.484
60522  ,3.291e-02   ,305  ,1760.6  ,-76.484
60523  ,5.184e-02   ,305  ,1765  ,-76.484
60524  ,3.411e-02   ,305  ,1769.3  ,-76.484
60525  ,3.171e-02   ,305  ,1773.7  ,-76.484
60526  ,4.654e-02   ,305  ,1778.1  ,-76.484
60527  ,3.516e-02   ,305  ,1782.5  ,-76.484
60528  ,3.236e-02   ,305  ,1786.9  ,-76.484
60529  ,3.312e-02   ,305  ,1791.2  ,-76.484
60530  ,3.103e-02   ,305  ,1795.6  ,-76.484
60531  ,3.250e-02   ,305  ,1800  ,-76.484
60532  ,3.295e-02   ,305  ,1804.4  ,-76.484
60533  ,3.336e-02   ,305  ,1808.8  ,-76.484
60534  ,3.655e-02   ,305  ,1813.1  ,-76.484
60535  ,3.711e-02   ,305  ,1817.5  ,-76.484
60536  ,4.465e-02   ,305  ,1821.9  ,-76.484
60537  ,4.901e-02   ,305  ,1826.3  ,-76.484
60538  ,3.602e-02   ,305  ,1830.7  ,-76.484
60539  ,3.308e-02   ,305  ,1835  ,-76.484
60540  ,3.141e-02   ,305  ,1839.4  ,-76.484
60541  ,3.193e-02   ,305  ,1843.8  ,-76.484
60542  ,3.217e-02   ,305  ,1848.2  ,-76.484
60543  ,3.115e-02   ,305  ,1852.6  ,-76.484
60544  ,3.179e-02   ,305  ,1856.9  ,-76.484
60545  ,3.215e-02   ,305  ,1861.3  ,-76.484
60546  ,3.275e-02   ,305  ,1865.7  ,-76.484
60547  ,3.095e-02   ,305  ,1870.1  ,-76.484
60548  ,3.190e-02   ,305  ,1874.5  ,-76.484
60549  ,3.229e-02   ,305  ,1878.8  ,-76.484
60550  ,3.277e-02   ,305  ,1883.2  ,-76.484
60551  ,3.132e-02   ,305  ,1887.6  ,-76.484
60552  ,3.217e-02   ,305  ,1892  ,-76.484
60553  ,3.253e-02   ,305  ,1896.4  ,-76.484
60554  ,3.180e-02   ,305  ,1900.7  ,-76.484
60555  ,3.146e-02   ,305  ,1905.1  ,-76.484
60556  ,3.282e-02   ,305  ,1909.5  ,-76.484
60557  ,3.187e-02   ,305  ,1913.9  ,-76.484
60558  ,3.236e-02   ,305  ,1918.2  ,-76.484
60559  ,3.236e-02   ,305  ,1922.6  ,-76.484
60560  ,3.236e-02   ,305  ,1927  ,-76.484
60561  ,4.020e-02   ,305  ,1931.4  ,-76.484
60562  ,5.007e-02   ,305  ,1935.8  ,-76.484
60563  ,4.993e-02   ,305  ,1940.1  ,-76.484
60564  ,3.669e-02   ,305  ,1944.5  ,-76.484
60565  ,3.268e-02   ,305  ,1948.9  ,-76.484
60566  ,3.228e-02   ,305  ,1953.3  ,-76.484
60567  ,3.175e-02   ,305  ,1957.7  ,-76.484
60568  ,3.246e-02   ,305  ,1962  ,-76.484
60569  ,3.209e-02   ,305  ,1966.4  ,-76.484
60570  ,3.249e-02   ,305  ,1970.8  ,-76.484
60571  ,3.184e-02   ,305  ,1975.2  ,-76.484
60572  ,3.213e-02   ,305  ,1979.6  ,-76.484
60573  ,3.161e-02   ,305  ,1983.9  ,-76.484
60574  ,3.381e-02   ,305  ,1988.3  ,-76.484
60575  ,3.548e-02   ,305  ,1992.7  ,-76.484
60576  ,4.556e-02   ,305  ,1997.1  ,-76.484
60577  ,3.781e-02   ,305  ,2001.5  ,-76.484
60578  ,3.134e-02   ,305  ,2005.8  ,-76.484
60579  ,3.280e-02   ,305  ,2010.2  ,-76.484
60580  ,3.133e-02   ,305  ,2014.6  ,-76.484
60581  ,3.216e-02   ,305  ,2019  ,-76.484
60582  ,3.238e-02   ,305  ,2023.4  ,-76.484
60583  ,3.213e-02   ,305  ,2027.7  ,-76.484
60584  ,3.210e-02   ,305  ,2032.1  ,-76.484
60585  ,3.177e-02   ,305  ,2036.5  ,-76.484
60586  ,3.155e-02   ,305  ,2040.9  ,-76.484
60587  ,3.144e-02   ,305  ,2045.3  ,-76.484
60588  ,3.112e-02   ,305  ,2049.6  ,-76.484
60589  ,3.189e-02   ,305  ,2054  ,-76.484
60590  ,3.218e-02   ,305  ,2058.4  ,-76.484
60591  ,3.100e-02   ,305  ,2062.8  ,-76.484
60592  ,3.119e-02   ,305  ,2067.2  ,-76.484
60593  ,3.168e-02   ,305  ,2071.5  ,-76.484
60594  ,3.138e-02   ,305  ,2075.9  ,-76.484
60595  ,3.128e-02   ,305  ,2080.3  ,-76.484
60596  ,3.083e-02   ,305  ,2084.7  ,-76.484
60597  ,3.063e-02   ,305  ,2089.1  ,-76.484
60598  ,2.933e-02   ,305  ,2093.4  ,-76.484
60599  ,3.057e-02   ,305  ,2097.8  ,-76.484
60600  ,4.649e-02   ,305  ,2102.2  ,-76.484
60601  ,3.228e-02   ,305  ,2106.6  ,-76.484
60602  ,2.887e-02   ,305  ,2110.9  ,-76.484
60603  ,2.760e-02   ,305  ,2115.3  ,-76.484
60604  ,2.963e-02   ,305  ,2119.7  ,-76.484
60605  ,3.123e-02   ,305  ,2124.1  ,-76.484
60606  ,3.077e-02   ,305  ,2128.5  ,-76.484
60607  ,3.133e-02   ,305  ,2132.8  ,-76.484
60608  ,3.206e-02   ,305  ,2137.2  ,-76.484
60609  ,3.129e-02   ,305  ,2141.6  ,-76.484
60610  ,3.144e-02   ,305  ,2146  ,-76.484
60611  ,3.091e-02   ,305  ,2150.4  ,-76.484
60612  ,3.192e-02   ,305  ,2154.7  ,-76.484
60613  ,3.080e-02   ,305  ,2159.1  ,-76.484
60614  ,3.206e-02   ,305  ,2163.5  ,-76.484
60615  ,3.133e-02   ,305  ,2167.9  ,-76.484
60616  ,3.253e-02   ,305  ,2172.3  ,-76.484
60617  ,3.138e-02   ,305  ,2176.6  ,-76.484
60618  ,3.150e-02   ,305  ,2181  ,-76.484
60619  ,3.197e-02   ,305  ,2185.4  ,-76.484
60620  ,3.177e-02   ,305  ,2189.8  ,-76.484
60621  ,3.185e-02   ,305  ,2194.2  ,-76.484
60622  ,3.184e-02   ,305  ,2198.5  ,-76.484
60623  ,3.127e-02   ,305  ,2202.9  ,-76.484
60624  ,3.239e-02   ,305  ,2207.3  ,-76.484
60625  ,3.185e-02   ,305  ,2211.7  ,-76.484
60626  ,3.232e-02   ,305  ,2216.1  ,-76.484
60627  ,3.270e-02   ,305  ,2220.4  ,-76.484
60628  ,3.278e-02   ,305  ,2224.8  ,-76.484
60629  ,3.293e-02   ,305  ,2229.2  ,-76.484
60630  ,3.251e-02   ,305  ,2233.6  ,-76.484
60631  ,3.266e-02   ,305  ,2238  ,-76.484
60632  ,3.292e-02   ,305  ,2242.3  ,-76.484
60633  ,3.224e-02   ,305  ,2246.7  ,-76.484
60634  ,3.388e-02   ,305  ,2251.1  ,-76.484
60635  ,3.370e-02   ,305  ,2255.5  ,-76.484
60636  ,3.378e-02   ,305  ,2259.9  ,-76.484
60637  ,3.388e-02   ,305  ,2264.2  ,-76.484
60638  ,3.425e-02   ,305  ,2268.6  ,-76.484
60639  ,3.403e-02   ,305  ,2273  ,-76.484
60640  ,3.415e-02   ,305  ,2277.4  ,-76.484
60641  ,3.473e-02   ,305  ,2281.8  ,-76.484
60642  ,3.424e-02   ,305  ,2286.1  ,-76.484
60643  ,3.526e-02   ,305  ,2290.5  ,-76.484
60644  ,3.583e-02   ,305  ,2294.9  ,-76.484
60645  ,3.564e-02   ,305  ,2299.3  ,-76.484
60646  ,3.663e-02   ,305  ,2303.6  ,-76.484
60647  ,3.647e-02   ,305  ,2308  ,-76.484
60648  ,3.681e-02   ,305  ,2312.4  ,-76.484
60649  ,3.602e-02   ,305  ,2316.8  ,-76.484
60650  ,3.792e-02   ,305  ,2321.2  ,-76.484
60651  ,3.802e-02   ,305  ,2325.5  ,-76.484
60652  ,3.773e-02   ,305  ,2329.9  ,-76.484
60653  ,3.872e-02   ,305  ,2334.3  ,-76.484
60654  ,3.934e-02   ,305  ,2338.7  ,-76.484
60655  ,3.921e-02   ,305  ,2343.1  ,-76.484
60656  ,3.915e-02   ,305  ,2347.4  ,-76.484
60657  ,4.036e-02   ,305  ,2351.8  ,-76.484
60658  ,4.005e-02   ,305  ,2356.2  ,-76.484
60659  ,3.977e-02   ,305  ,2360.6  ,-76.484
60660  ,4.149e-02   ,305  ,2365  ,-76.484
60661  ,4.143e-02   ,305  ,2369.3  ,-76.484
60662  ,6.009e-02   ,305  ,2373.7  ,-76.484
60663  ,4.548e-02   ,305  ,2378.1  ,-76.484
60664  ,5.043e-02   ,305  ,2382.5  ,-76.484
60665  ,6.644e-02   ,305  ,2386.9  ,-76.484
60666  ,6.435e-02   ,305  ,2391.2  ,-76.484
60667  ,6.660e-02   ,305  ,2395.6  ,-76.484
60668  ,5.088e-02   ,305  ,2400  ,-76.484
60669  ,4.804e-02   ,305  ,2404.4  ,-76.484
60670  ,4.733e-02   ,305  ,2408.8  ,-76.484
60671  ,4.614e-02   ,305  ,2413.1  ,-76.484
60672  ,4.872e-02   ,305  ,2417.5  ,-76.484
60673  ,4.923e-02   ,305  ,2421.9  ,-76.484
60674  ,4.886e-02   ,305  ,2426.3  ,-76.484
60675  ,4.942e-02   ,305  ,2430.7  ,-76.484
60676  ,4.946e-02   ,305  ,2435  ,-76.484
60677  ,5.148e-02   ,305  ,2439.4  ,-76.484
60678  ,5.131e-02   ,305  ,2443.8  ,-76.484
60679  ,5.278e-02   ,305  ,2448.2  ,-76.484
60680  ,5.154e-02   ,305  ,2452.6  ,-76.484
60681  ,5.239e-02   ,305  ,2456.9  ,-76.484
60682  ,5.318e-02   ,305  ,2461.3  ,-76.484
60683  ,8.143e-02   ,305  ,2465.7  ,-76.484
60684  ,8.549e-02   ,305  ,2470.1  ,-76.484
60685  ,7.241e-02   ,305  ,2474.5  ,-76.484
60686  ,6.589e-02   ,305  ,2478.8  ,-76.484
60687  ,9.633e-02   ,305  ,2483.2  ,-76.484
60688  ,8.725e-02   ,305  ,2487.6  ,-76.484
60689  ,7.115e-02   ,305  ,2492  ,-76.484
60690  ,6.337e-02   ,305  ,2496.4  ,-76.484
60691  ,9.068e-02   ,305  ,2500.7  ,-76.484
60692  ,6.841e-02   ,305  ,2505.1  ,-76.484
60693  ,6.375e-02   ,305  ,2509.5  ,-76.484
60694  ,6.244e-02   ,305  ,2513.9  ,-76.484
60695  ,6.724e-02   ,305  ,2518.2  ,-76.484
60696  ,1.014e-01   ,305  ,2522.6  ,-76.484
60697  ,1.039e-01   ,305  ,2527  ,-76.484
60698  ,7.417e-02   ,305  ,2531.4  ,-76.484
60699  ,6.814e-02   ,305  ,2535.8  ,-76.484
60700  ,6.574e-02   ,305  ,2540.1  ,-76.484
60701  ,6.784e-02   ,305  ,2544.5  ,-76.484
60702  ,6.825e-02   ,305  ,2548.9  ,-76.484
60703  ,6.792e-02   ,305  ,2553.3  ,-76.484
60704  ,7.188e-02   ,305  ,2557.7  ,-76.484
60705  ,6.843e-02   ,305  ,2562  ,-76.484
60706  ,7.215e-02   ,305  ,2566.4  ,-76.484
60707  ,7.165e-02   ,305  ,2570.8  ,-76.484
60708  ,7.311e-02   ,305  ,2575.2  ,-76.484
60709  ,7.274e-02   ,305  ,2579.6  ,-76.484
60710  ,1.100e-01   ,305  ,2583.9  ,-76.484
60711  ,7.062e-02   ,305  ,2588.3  ,-76.484
60712  ,6.979e-02   ,305  ,2592.7  ,-76.484
60713  ,7.172e-02   ,305  ,2597.1  ,-76.484
60714  ,7.110e-02   ,305  ,2601.5  ,-76.484
60715  ,7.501e-02   ,305  ,2605.8  ,-76.484
60716  ,7.174e-02   ,305  ,2610.2  ,-76.484
60717  ,6.844e-02   ,305  ,2614.6  ,-76.484
60718  ,7.542e-02   ,305  ,2619  ,-76.484
60719  ,7.951e-02   ,305  ,2623.4  ,-76.484
60720  ,1.190e-01   ,305  ,2627.7  ,-76.484
60721  ,7.892e-02   ,305  ,2632.1  ,-76.484
60722  ,7.581e-02   ,305  ,2636.5  ,-76.484
60723  ,7.285e-02   ,305  ,2640.9  ,-76.484
60724  ,7.350e-02   ,305  ,2645.3  ,-76.484
60725  ,7.124e-02   ,305  ,2649.6  ,-76.484
60726  ,7.198e-02   ,305  ,2654  ,-76.484
60727  ,7.075e-02   ,305  ,2658.4  ,-76.484
60728  ,6.946e-02   ,305  ,2662.8  ,-76.484
60729  ,6.950e-02   ,305  ,2667.2  ,-76.484
60730  ,6.775e-02   ,305  ,2671.5  ,-76.484
60731  ,6.625e-02   ,305  ,2675.9  ,-76.484
60732  ,6.491e-02   ,305  ,2680.3  ,-76.484
60733  ,6.176e-02   ,305  ,2684.7  ,-76.484
60734  ,5.834e-02   ,305  ,2689.1  ,-76.484
60735  ,5.637e-02   ,305  ,2693.4  ,-76.484
60736  ,5.398e-02   ,305  ,2697.8  ,-76.484
60737  ,5.637e-02   ,305  ,2702.2  ,-76.484
60738  ,5.365e-02   ,305  ,2706.6  ,-76.484
60739  ,5.427e-02   ,305  ,2710.9  ,-76.484
60740  ,4.990e-02   ,305  ,2715.3  ,-76.484
60741  ,4.725e-02   ,305  ,2719.7  ,-76.484
60742  ,4.435e-02   ,305  ,2724.1  ,-76.484
60743  ,4.119e-02   ,305  ,2728.5  ,-76.484
60744  ,3.874e-02   ,305  ,2732.8  ,-76.484
60745  ,3.554e-02   ,305  ,2737.2  ,-76.484
60746  ,3.164e-02   ,305  ,2741.6  ,-76.484
60747  ,2.818e-02   ,305  ,2746  ,-76.484
60748  ,2.430e-02   ,305  ,2750.4  ,-76.484
60749  ,1.883e-02   ,305  ,2754.7  ,-76.484
60750  ,1.261e-02   ,305  ,2759.1  ,-76.484
60751  ,1.041e-02   ,305  ,2763.5  ,-76.484
60752  ,5.121e-03   ,305  ,2767.9  ,-76.484
60753  ,8.718e-04   ,305  ,2772.3  ,-76.484
60754  ,5.877e-03   ,305  ,2776.6  ,-76.484
60755  ,1.195e-02   ,305  ,2781  ,-76.484
60756  ,1.732e-02   ,305  ,2785.4  ,-76.484
60757  ,2.479e-02   ,305  ,2789.8  ,-76.484
60758  ,2.836e-02   ,305  ,2794.2  ,-76.484
60759  ,3.572e-02   ,305  ,2798.5  ,-76.484
60760  ,4.523e-02   ,305  ,2802.9  ,-76.484
60761  ,5.311e-02   ,305  ,2807.3  ,-76.484
60762  ,6.117e-02   ,305  ,2811.7  ,-76.484
60763  ,6.997e-02   ,305  ,2816.1  ,-76.484
60764  ,7.690e-02   ,305  ,2820.4  ,-76.484
60765  ,8.835e-02   ,305  ,2824.8  ,-76.484
60766  ,9.653e-02   ,305  ,2829.2  ,-76.484
60767  ,1.065e-01   ,305  ,2833.6  ,-76.484
60768  ,1.166e-01   ,305  ,2838  ,-76.484
60769  ,1.269e-01   ,305  ,2842.3  ,-76.484
60770  ,1.381e-01   ,305  ,2846.7  ,-76.484
60771  ,1.477e-01   ,305  ,2851.1  ,-76.484
60772  ,1.557e-01   ,305  ,2855.5  ,-76.484
60773  ,1.728e-01   ,305  ,2859.9  ,-76.484
60774  ,1.899e-01   ,305  ,2864.2  ,-76.484
60775  ,1.974e-01   ,305  ,2868.6  ,-76.484
60776  ,2.084e-01   ,305  ,2873  ,-76.484
60777  ,2.255e-01   ,305  ,2877.4  ,-76.484
60778  ,2.412e-01   ,305  ,2881.8  ,-76.484
60779  ,2.538e-01   ,305  ,2886.1  ,-76.484
60780  ,2.605e-01   ,305  ,2890.5  ,-76.484
60781  ,2.790e-01   ,305  ,2894.9  ,-76.484
60782  ,3.020e-01   ,305  ,2899.3  ,-76.484
60783  ,3.121e-01   ,305  ,2903.6  ,-76.484
60784  ,3.324e-01   ,305  ,2908  ,-76.484
60785  ,3.410e-01   ,305  ,2912.4  ,-76.484
60786  ,3.636e-01   ,305  ,2916.8  ,-76.484
60787  ,3.817e-01   ,305  ,2921.2  ,-76.484
60788  ,3.916e-01   ,305  ,2925.5  ,-76.484
60789  ,4.233e-01   ,305  ,2929.9  ,-76.484
60790  ,4.392e-01   ,305  ,2934.3  ,-76.484
60791  ,4.513e-01   ,305  ,2938.7  ,-76.484
60792  ,4.746e-01   ,305  ,2943.1  ,-76.484
60793  ,4.958e-01   ,305  ,2947.4  ,-76.484
60794  ,5.034e-01   ,305  ,2951.8  ,-76.484
60795  ,5.410e-01   ,305  ,2956.2  ,-76.484
60796  ,5.775e-01   ,305  ,2960.6  ,-76.484
60797  ,6.607e-01   ,305  ,2965  ,-76.484
60798  ,7.730e-01   ,305  ,2969.3  ,-76.484
60799  ,9.398e-01   ,305  ,2973.7  ,-76.484
60800  ,1.084e+00   ,305  ,2978.1  ,-76.484
60801  ,8.869e-01   ,305  ,2982.5  ,-76.484
60802  ,7.155e-01   ,305  ,2986.9  ,-76.484
60803  ,7.154e-01   ,305  ,2991.2  ,-76.484
60804  ,7.879e-01   ,305  ,2995.6  ,-76.484
61456  ,5.303e-02   ,305  ,2680.3  ,-74.992
61474  ,6.406e-02   ,305  ,2682.5  ,-76.484
61505  ,2.759e-02   ,305  ,1797.8  ,-73.5
61525  ,2.715e-02   ,305  ,1841.6  ,-73.5
61527  ,2.348e-02   ,305  ,1843.8  ,-74.992
61528  ,3.159e-02   ,305  ,1841.6  ,-76.484
61529  ,2.323e-02   ,305  ,1841.6  ,-74.992
61537  ,2.284e-02   ,305  ,1839.4  ,-74.992
61543  ,2.406e-02   ,305  ,1861.3  ,-74.992
61544  ,3.194e-02   ,305  ,1859.1  ,-76.484
61545  ,2.412e-02   ,305  ,1859.1  ,-74.992
61549  ,5.778e-01   ,305  ,2991.2  ,-74.992
61550  ,7.015e-01   ,305  ,2989.1  ,-76.484
61551  ,5.693e-01   ,305  ,2989.1  ,-74.992
61554  ,2.785e-02   ,305  ,1859.1  ,-73.5
61571  ,5.429e-02   ,305  ,2557.7  ,-74.992
61591  ,5.372e-02   ,305  ,2562  ,-74.992
61592  ,5.475e-02   ,305  ,2559.9  ,-74.992
61593  ,6.445e-02   ,305  ,2559.9  ,-73.5
61598  ,6.958e-02   ,305  ,2559.9  ,-76.484
61608  ,2.788e-02   ,305  ,1556.9  ,-74.992
61612  ,1.930e-01   ,305  ,2881.8  ,-74.992
61613  ,2.290e-01   ,305  ,2879.6  ,-76.484
61614  ,1.885e-01   ,305  ,2879.6  ,-74.992
61629  ,3.615e-02   ,305  ,1029.2  ,-74.992
61634  ,3.669e-02   ,305  ,875.91  ,-74.992
61635  ,3.001e-02   ,305  ,873.72  ,-76.484
61636  ,3.523e-02   ,305  ,873.72  ,-74.992
61643  ,3.501e-02   ,305  ,1778.1  ,-74.992
61644  ,3.667e-02   ,305  ,1775.9  ,-76.484
61645  ,2.802e-02   ,305  ,1775.9  ,-74.992
61654  ,3.619e-02   ,305  ,1256.9  ,-74.992
61655  ,3.465e-02   ,305  ,1254.7  ,-76.484
61656  ,2.713e-02   ,305  ,1254.7  ,-74.992
61691  ,8.698e-02   ,305  ,389.78  ,-74.992
61725  ,3.111e-02   ,305  ,2358.4  ,-74.992
61726  ,2.988e-02   ,305  ,2356.2  ,-74.992
61727  ,3.705e-02   ,305  ,2358.4  ,-73.5
61729  ,1.854e-01   ,305  ,2877.4  ,-74.992
61730  ,2.355e-01   ,305  ,2879.6  ,-73.5
61739  ,3.980e-02   ,305  ,2730.7  ,-76.484
61745  ,3.036e-02   ,305  ,2728.5  ,-74.992
61756  ,3.442e-02   ,305  ,2730.7  ,-73.5
61774  ,2.404e-02   ,305  ,2167.9  ,-74.992
61784  ,3.167e-02   ,305  ,2170.1  ,-76.484
