Location,stress,X,Y,Z
59216  ,2.790e-02   ,305  ,967.88  ,-73.5
59217  ,2.769e-02   ,305  ,963.5  ,-73.5
59218  ,2.699e-02   ,305  ,959.12  ,-73.5
59219  ,2.719e-02   ,305  ,954.74  ,-73.5
59220  ,2.756e-02   ,305  ,950.36  ,-73.5
59221  ,2.712e-02   ,305  ,945.99  ,-73.5
59222  ,2.788e-02   ,305  ,941.61  ,-73.5
59223  ,2.771e-02   ,305  ,937.23  ,-73.5
59224  ,2.757e-02   ,305  ,932.85  ,-73.5
59225  ,2.685e-02   ,305  ,928.47  ,-73.5
59226  ,2.741e-02   ,305  ,924.09  ,-73.5
59227  ,2.747e-02   ,305  ,919.71  ,-73.5
59228  ,2.740e-02   ,305  ,915.33  ,-73.5
59229  ,2.715e-02   ,305  ,910.95  ,-73.5
59230  ,2.701e-02   ,305  ,906.57  ,-73.5
59231  ,2.712e-02   ,305  ,902.19  ,-73.5
59232  ,2.749e-02   ,305  ,897.81  ,-73.5
59233  ,2.731e-02   ,305  ,893.43  ,-73.5
59234  ,2.829e-02   ,305  ,889.05  ,-73.5
59235  ,3.095e-02   ,305  ,884.67  ,-73.5
59236  ,4.740e-02   ,305  ,880.29  ,-73.5
59237  ,4.489e-02   ,305  ,875.91  ,-73.5
59238  ,3.125e-02   ,305  ,871.53  ,-73.5
59239  ,2.807e-02   ,305  ,867.15  ,-73.5
59240  ,2.708e-02   ,305  ,862.77  ,-73.5
59241  ,2.775e-02   ,305  ,858.39  ,-73.5
59242  ,2.795e-02   ,305  ,854.01  ,-73.5
59243  ,2.778e-02   ,305  ,849.64  ,-73.5
59244  ,2.764e-02   ,305  ,845.26  ,-73.5
59245  ,2.829e-02   ,305  ,840.88  ,-73.5
59246  ,2.630e-02   ,305  ,836.5  ,-73.5
59247  ,2.890e-02   ,305  ,832.12  ,-73.5
59248  ,2.754e-02   ,305  ,827.74  ,-73.5
59249  ,3.739e-02   ,305  ,823.36  ,-73.5
59250  ,4.952e-02   ,305  ,818.98  ,-73.5
59251  ,3.024e-02   ,305  ,814.6  ,-73.5
59252  ,2.873e-02   ,305  ,810.22  ,-73.5
59253  ,2.736e-02   ,305  ,805.84  ,-73.5
59254  ,2.721e-02   ,305  ,801.46  ,-73.5
59255  ,2.727e-02   ,305  ,797.08  ,-73.5
59256  ,2.783e-02   ,305  ,792.7  ,-73.5
59257  ,2.796e-02   ,305  ,788.32  ,-73.5
59258  ,2.788e-02   ,305  ,783.94  ,-73.5
59259  ,2.850e-02   ,305  ,779.56  ,-73.5
59260  ,2.966e-02   ,305  ,775.18  ,-73.5
59261  ,2.871e-02   ,305  ,770.8  ,-73.5
59262  ,2.860e-02   ,305  ,766.42  ,-73.5
59263  ,2.873e-02   ,305  ,762.04  ,-73.5
59264  ,2.919e-02   ,305  ,757.66  ,-73.5
59265  ,2.884e-02   ,305  ,753.28  ,-73.5
59266  ,2.868e-02   ,305  ,748.91  ,-73.5
59267  ,3.026e-02   ,305  ,744.53  ,-73.5
59268  ,2.948e-02   ,305  ,740.15  ,-73.5
59269  ,3.052e-02   ,305  ,735.77  ,-73.5
59270  ,3.054e-02   ,305  ,731.39  ,-73.5
59271  ,3.081e-02   ,305  ,727.01  ,-73.5
59272  ,3.088e-02   ,305  ,722.63  ,-73.5
59273  ,3.092e-02   ,305  ,718.25  ,-73.5
59274  ,3.082e-02   ,305  ,713.87  ,-73.5
59275  ,3.076e-02   ,305  ,709.49  ,-73.5
59276  ,3.108e-02   ,305  ,705.11  ,-73.5
59277  ,2.977e-02   ,305  ,700.73  ,-73.5
59278  ,2.871e-02   ,305  ,696.35  ,-73.5
59279  ,3.024e-02   ,305  ,691.97  ,-73.5
59280  ,3.214e-02   ,305  ,687.59  ,-73.5
59281  ,3.357e-02   ,305  ,683.21  ,-73.5
59282  ,3.337e-02   ,305  ,678.83  ,-73.5
59283  ,3.392e-02   ,305  ,674.45  ,-73.5
59284  ,3.354e-02   ,305  ,670.07  ,-73.5
59285  ,2.833e-02   ,305  ,665.69  ,-73.5
59286  ,3.458e-02   ,305  ,661.31  ,-73.5
59287  ,3.229e-02   ,305  ,656.93  ,-73.5
59288  ,3.511e-02   ,305  ,652.55  ,-73.5
59289  ,3.681e-02   ,305  ,648.18  ,-73.5
59290  ,3.475e-02   ,305  ,643.8  ,-73.5
59291  ,3.325e-02   ,305  ,639.42  ,-73.5
59292  ,3.536e-02   ,305  ,635.04  ,-73.5
59293  ,3.746e-02   ,305  ,630.66  ,-73.5
59294  ,3.742e-02   ,305  ,626.28  ,-73.5
59295  ,3.924e-02   ,305  ,621.9  ,-73.5
59296  ,4.001e-02   ,305  ,617.52  ,-73.5
59297  ,3.974e-02   ,305  ,613.14  ,-73.5
59298  ,4.086e-02   ,305  ,608.76  ,-73.5
59299  ,4.088e-02   ,305  ,604.38  ,-73.5
59300  ,4.206e-02   ,305  ,600  ,-73.5
59301  ,4.235e-02   ,305  ,595.62  ,-73.5
59302  ,4.328e-02   ,305  ,591.24  ,-73.5
59303  ,4.351e-02   ,305  ,586.86  ,-73.5
59304  ,4.333e-02   ,305  ,582.48  ,-73.5
59305  ,4.489e-02   ,305  ,578.1  ,-73.5
59306  ,4.630e-02   ,305  ,573.72  ,-73.5
59307  ,4.626e-02   ,305  ,569.34  ,-73.5
59308  ,4.587e-02   ,305  ,564.96  ,-73.5
59309  ,4.679e-02   ,305  ,560.58  ,-73.5
59310  ,4.733e-02   ,305  ,556.2  ,-73.5
59311  ,4.953e-02   ,305  ,551.82  ,-73.5
59312  ,4.937e-02   ,305  ,547.45  ,-73.5
59313  ,5.033e-02   ,305  ,543.07  ,-73.5
59314  ,5.065e-02   ,305  ,538.69  ,-73.5
59315  ,5.060e-02   ,305  ,534.31  ,-73.5
59316  ,5.377e-02   ,305  ,529.93  ,-73.5
59317  ,5.572e-02   ,305  ,525.55  ,-73.5
59318  ,5.412e-02   ,305  ,521.17  ,-73.5
59319  ,5.320e-02   ,305  ,516.79  ,-73.5
59320  ,5.510e-02   ,305  ,512.41  ,-73.5
59321  ,5.583e-02   ,305  ,508.03  ,-73.5
59322  ,5.604e-02   ,305  ,503.65  ,-73.5
59323  ,5.569e-02   ,305  ,499.27  ,-73.5
59324  ,5.765e-02   ,305  ,494.89  ,-73.5
59325  ,5.891e-02   ,305  ,490.51  ,-73.5
59326  ,5.852e-02   ,305  ,486.13  ,-73.5
59327  ,5.994e-02   ,305  ,481.75  ,-73.5
59328  ,6.146e-02   ,305  ,477.37  ,-73.5
59329  ,5.994e-02   ,305  ,472.99  ,-73.5
59330  ,6.254e-02   ,305  ,468.61  ,-73.5
59331  ,6.263e-02   ,305  ,464.23  ,-73.5
59332  ,6.327e-02   ,305  ,459.85  ,-73.5
59333  ,6.145e-02   ,305  ,455.47  ,-73.5
59334  ,6.538e-02   ,305  ,451.09  ,-73.5
59335  ,6.570e-02   ,305  ,446.72  ,-73.5
59336  ,6.697e-02   ,305  ,442.34  ,-73.5
59337  ,6.502e-02   ,305  ,437.96  ,-73.5
59338  ,6.625e-02   ,305  ,433.58  ,-73.5
59339  ,6.627e-02   ,305  ,429.2  ,-73.5
59340  ,6.837e-02   ,305  ,424.82  ,-73.5
59341  ,6.680e-02   ,305  ,420.44  ,-73.5
59342  ,6.898e-02   ,305  ,416.06  ,-73.5
59343  ,6.891e-02   ,305  ,411.68  ,-73.5
59344  ,6.738e-02   ,305  ,407.3  ,-73.5
59345  ,6.947e-02   ,305  ,402.92  ,-73.5
59346  ,6.667e-02   ,305  ,398.54  ,-73.5
59347  ,6.672e-02   ,305  ,394.16  ,-73.5
59348  ,6.644e-02   ,305  ,389.78  ,-73.5
59349  ,6.326e-02   ,305  ,385.4  ,-73.5
59350  ,6.502e-02   ,305  ,381.02  ,-73.5
59351  ,6.270e-02   ,305  ,376.64  ,-73.5
59352  ,6.343e-02   ,305  ,372.26  ,-73.5
59353  ,6.670e-02   ,305  ,367.88  ,-73.5
59354  ,6.939e-02   ,305  ,363.5  ,-73.5
59355  ,6.859e-02   ,305  ,359.12  ,-73.5
59356  ,6.669e-02   ,305  ,354.74  ,-73.5
59357  ,6.813e-02   ,305  ,350.36  ,-73.5
59358  ,6.642e-02   ,305  ,345.99  ,-73.5
59359  ,6.474e-02   ,305  ,341.61  ,-73.5
59360  ,6.487e-02   ,305  ,337.23  ,-73.5
59361  ,6.380e-02   ,305  ,332.85  ,-73.5
59362  ,6.237e-02   ,305  ,328.47  ,-73.5
59363  ,6.074e-02   ,305  ,324.09  ,-73.5
59364  ,6.004e-02   ,305  ,319.71  ,-73.5
59365  ,5.809e-02   ,305  ,315.33  ,-73.5
59366  ,5.803e-02   ,305  ,310.95  ,-73.5
59367  ,5.450e-02   ,305  ,306.57  ,-73.5
59368  ,5.340e-02   ,305  ,302.19  ,-73.5
59369  ,5.240e-02   ,305  ,297.81  ,-73.5
59370  ,4.817e-02   ,305  ,293.43  ,-73.5
59371  ,4.705e-02   ,305  ,289.05  ,-73.5
59372  ,4.464e-02   ,305  ,284.67  ,-73.5
59373  ,4.304e-02   ,305  ,280.29  ,-73.5
59374  ,3.906e-02   ,305  ,275.91  ,-73.5
59375  ,3.670e-02   ,305  ,271.53  ,-73.5
59376  ,3.274e-02   ,305  ,267.15  ,-73.5
59377  ,2.888e-02   ,305  ,262.77  ,-73.5
59378  ,2.592e-02   ,305  ,258.39  ,-73.5
59379  ,2.274e-02   ,305  ,254.01  ,-73.5
59380  ,1.851e-02   ,305  ,249.64  ,-73.5
59381  ,1.447e-02   ,305  ,245.26  ,-73.5
59382  ,9.405e-03   ,305  ,240.88  ,-73.5
59383  ,5.706e-03   ,305  ,236.5  ,-73.5
59384  ,2.032e-03   ,305  ,232.12  ,-73.5
59385  ,7.929e-03   ,305  ,227.74  ,-73.5
59386  ,1.278e-02   ,305  ,223.36  ,-73.5
59387  ,1.939e-02   ,305  ,218.98  ,-73.5
59388  ,2.436e-02   ,305  ,214.6  ,-73.5
59389  ,3.046e-02   ,305  ,210.22  ,-73.5
59390  ,3.669e-02   ,305  ,205.84  ,-73.5
59391  ,4.390e-02   ,305  ,201.46  ,-73.5
59392  ,5.056e-02   ,305  ,197.08  ,-73.5
59393  ,5.885e-02   ,305  ,192.7  ,-73.5
59394  ,6.592e-02   ,305  ,188.32  ,-73.5
59395  ,7.543e-02   ,305  ,183.94  ,-73.5
59396  ,8.137e-02   ,305  ,179.56  ,-73.5
59397  ,9.298e-02   ,305  ,175.18  ,-73.5
59398  ,1.010e-01   ,305  ,170.8  ,-73.5
59399  ,1.122e-01   ,305  ,166.42  ,-73.5
59400  ,1.218e-01   ,305  ,162.04  ,-73.5
59401  ,1.307e-01   ,305  ,157.66  ,-73.5
59402  ,1.411e-01   ,305  ,153.28  ,-73.5
59403  ,1.518e-01   ,305  ,148.91  ,-73.5
59404  ,1.648e-01   ,305  ,144.53  ,-73.5
59405  ,1.792e-01   ,305  ,140.15  ,-73.5
59406  ,1.878e-01   ,305  ,135.77  ,-73.5
59407  ,1.976e-01   ,305  ,131.39  ,-73.5
59408  ,2.099e-01   ,305  ,127.01  ,-73.5
59409  ,2.279e-01   ,305  ,122.63  ,-73.5
59410  ,2.411e-01   ,305  ,118.25  ,-73.5
59411  ,2.550e-01   ,305  ,113.87  ,-73.5
59412  ,2.632e-01   ,305  ,109.49  ,-73.5
59413  ,2.890e-01   ,305  ,105.11  ,-73.5
59414  ,3.041e-01   ,305  ,100.73  ,-73.5
59415  ,3.155e-01   ,305  ,96.35  ,-73.5
59416  ,3.315e-01   ,305  ,91.971  ,-73.5
59417  ,3.493e-01   ,305  ,87.591  ,-73.5
59418  ,3.617e-01   ,305  ,83.212  ,-73.5
59419  ,3.791e-01   ,305  ,78.832  ,-73.5
59420  ,4.065e-01   ,305  ,74.453  ,-73.5
59421  ,4.260e-01   ,305  ,70.073  ,-73.5
59422  ,4.339e-01   ,305  ,65.693  ,-73.5
59423  ,4.621e-01   ,305  ,61.314  ,-73.5
59424  ,4.673e-01   ,305  ,56.934  ,-73.5
59425  ,4.988e-01   ,305  ,52.555  ,-73.5
59426  ,5.162e-01   ,305  ,48.175  ,-73.5
59427  ,5.333e-01   ,305  ,43.796  ,-73.5
59428  ,5.572e-01   ,305  ,39.416  ,-73.5
59429  ,5.784e-01   ,305  ,35.036  ,-73.5
59430  ,6.133e-01   ,305  ,30.657  ,-73.5
59431  ,6.119e-01   ,305  ,26.277  ,-73.5
59432  ,6.398e-01   ,305  ,21.898  ,-73.5
59433  ,6.749e-01   ,305  ,17.518  ,-73.5
59434  ,6.670e-01   ,305  ,13.139  ,-73.5
59435  ,7.338e-01   ,305  ,8.7591  ,-73.5
59436  ,7.367e-01   ,305  ,4.3796  ,-73.5
60121  ,8.425e-01   ,305  ,4.3796  ,-76.484
60122  ,7.057e-01   ,305  ,8.7591  ,-76.484
60123  ,6.622e-01   ,305  ,13.139  ,-76.484
60124  ,6.534e-01   ,305  ,17.518  ,-76.484
60125  ,6.408e-01   ,305  ,21.898  ,-76.484
60126  ,6.257e-01   ,305  ,26.277  ,-76.484
60127  ,5.921e-01   ,305  ,30.657  ,-76.484
60128  ,5.787e-01   ,305  ,35.036  ,-76.484
60129  ,5.599e-01   ,305  ,39.416  ,-76.484
60130  ,5.328e-01   ,305  ,43.796  ,-76.484
60131  ,5.020e-01   ,305  ,48.175  ,-76.484
60132  ,4.907e-01   ,305  ,52.555  ,-76.484
60133  ,4.763e-01   ,305  ,56.934  ,-76.484
60134  ,4.489e-01   ,305  ,61.314  ,-76.484
60135  ,4.378e-01   ,305  ,65.693  ,-76.484
60136  ,4.208e-01   ,305  ,70.073  ,-76.484
60137  ,4.016e-01   ,305  ,74.453  ,-76.484
60138  ,3.798e-01   ,305  ,78.832  ,-76.484
60139  ,3.603e-01   ,305  ,83.212  ,-76.484
60140  ,3.437e-01   ,305  ,87.591  ,-76.484
60141  ,3.245e-01   ,305  ,91.971  ,-76.484
60142  ,3.062e-01   ,305  ,96.35  ,-76.484
60143  ,2.923e-01   ,305  ,100.73  ,-76.484
60144  ,2.779e-01   ,305  ,105.11  ,-76.484
60145  ,2.654e-01   ,305  ,109.49  ,-76.484
60146  ,2.495e-01   ,305  ,113.87  ,-76.484
60147  ,2.316e-01   ,305  ,118.25  ,-76.484
60148  ,2.218e-01   ,305  ,122.63  ,-76.484
60149  ,2.107e-01   ,305  ,127.01  ,-76.484
60150  ,1.945e-01   ,305  ,131.39  ,-76.484
60151  ,1.822e-01   ,305  ,135.77  ,-76.484
60152  ,1.709e-01   ,305  ,140.15  ,-76.484
60153  ,1.598e-01   ,305  ,144.53  ,-76.484
60154  ,1.461e-01   ,305  ,148.91  ,-76.484
60155  ,1.344e-01   ,305  ,153.28  ,-76.484
60156  ,1.246e-01   ,305  ,157.66  ,-76.484
60157  ,1.151e-01   ,305  ,162.04  ,-76.484
60158  ,1.052e-01   ,305  ,166.42  ,-76.484
60159  ,9.549e-02   ,305  ,170.8  ,-76.484
60160  ,8.801e-02   ,305  ,175.18  ,-76.484
60161  ,7.810e-02   ,305  ,179.56  ,-76.484
60162  ,6.886e-02   ,305  ,183.94  ,-76.484
60163  ,5.953e-02   ,305  ,188.32  ,-76.484
60164  ,5.244e-02   ,305  ,192.7  ,-76.484
60165  ,4.519e-02   ,305  ,197.08  ,-76.484
60166  ,3.692e-02   ,305  ,201.46  ,-76.484
60167  ,3.086e-02   ,305  ,205.84  ,-76.484
60168  ,2.359e-02   ,305  ,210.22  ,-76.484
60169  ,1.771e-02   ,305  ,214.6  ,-76.484
60170  ,1.138e-02   ,305  ,218.98  ,-76.484
60171  ,5.747e-03   ,305  ,223.36  ,-76.484
60172  ,1.747e-03   ,305  ,227.74  ,-76.484
60173  ,5.168e-03   ,305  ,232.12  ,-76.484
60174  ,1.063e-02   ,305  ,236.5  ,-76.484
60175  ,1.540e-02   ,305  ,240.88  ,-76.484
60176  ,1.956e-02   ,305  ,245.26  ,-76.484
60177  ,2.442e-02   ,305  ,249.64  ,-76.484
60178  ,2.749e-02   ,305  ,254.01  ,-76.484
60179  ,3.229e-02   ,305  ,258.39  ,-76.484
60180  ,3.482e-02   ,305  ,262.77  ,-76.484
60181  ,3.850e-02   ,305  ,267.15  ,-76.484
60182  ,4.247e-02   ,305  ,271.53  ,-76.484
60183  ,4.549e-02   ,305  ,275.91  ,-76.484
60184  ,4.647e-02   ,305  ,280.29  ,-76.484
60185  ,5.033e-02   ,305  ,284.67  ,-76.484
60186  ,5.219e-02   ,305  ,289.05  ,-76.484
60187  ,5.601e-02   ,305  ,293.43  ,-76.484
60188  ,5.619e-02   ,305  ,297.81  ,-76.484
60189  ,5.988e-02   ,305  ,302.19  ,-76.484
60190  ,6.135e-02   ,305  ,306.57  ,-76.484
60191  ,6.133e-02   ,305  ,310.95  ,-76.484
60192  ,6.489e-02   ,305  ,315.33  ,-76.484
60193  ,6.612e-02   ,305  ,319.71  ,-76.484
60194  ,6.769e-02   ,305  ,324.09  ,-76.484
60195  ,6.836e-02   ,305  ,328.47  ,-76.484
60196  ,6.834e-02   ,305  ,332.85  ,-76.484
60197  ,6.882e-02   ,305  ,337.23  ,-76.484
60198  ,7.191e-02   ,305  ,341.61  ,-76.484
60199  ,7.111e-02   ,305  ,345.99  ,-76.484
60200  ,7.180e-02   ,305  ,350.36  ,-76.484
60201  ,7.361e-02   ,305  ,354.74  ,-76.484
60202  ,7.296e-02   ,305  ,359.12  ,-76.484
60203  ,7.208e-02   ,305  ,363.5  ,-76.484
60204  ,7.749e-02   ,305  ,367.88  ,-76.484
60205  ,1.162e-01   ,305  ,372.26  ,-76.484
60206  ,1.144e-01   ,305  ,376.64  ,-76.484
60207  ,8.824e-02   ,305  ,381.02  ,-76.484
60208  ,1.186e-01   ,305  ,385.4  ,-76.484
60209  ,1.178e-01   ,305  ,389.78  ,-76.484
60210  ,8.317e-02   ,305  ,394.16  ,-76.484
60211  ,7.607e-02   ,305  ,398.54  ,-76.484
60212  ,7.414e-02   ,305  ,402.92  ,-76.484
60213  ,7.524e-02   ,305  ,407.3  ,-76.484
60214  ,7.253e-02   ,305  ,411.68  ,-76.484
60215  ,7.417e-02   ,305  ,416.06  ,-76.484
60216  ,7.338e-02   ,305  ,420.44  ,-76.484
60217  ,7.019e-02   ,305  ,424.82  ,-76.484
60218  ,7.256e-02   ,305  ,429.2  ,-76.484
60219  ,7.192e-02   ,305  ,433.58  ,-76.484
60220  ,7.174e-02   ,305  ,437.96  ,-76.484
60221  ,7.079e-02   ,305  ,442.34  ,-76.484
60222  ,7.071e-02   ,305  ,446.72  ,-76.484
60223  ,6.901e-02   ,305  ,451.09  ,-76.484
60224  ,6.978e-02   ,305  ,455.47  ,-76.484
60225  ,6.698e-02   ,305  ,459.85  ,-76.484
60226  ,6.758e-02   ,305  ,464.23  ,-76.484
60227  ,6.593e-02   ,305  ,468.61  ,-76.484
60228  ,6.616e-02   ,305  ,472.99  ,-76.484
60229  ,6.379e-02   ,305  ,477.37  ,-76.484
60230  ,6.470e-02   ,305  ,481.75  ,-76.484
60231  ,6.442e-02   ,305  ,486.13  ,-76.484
60232  ,6.256e-02   ,305  ,490.51  ,-76.484
60233  ,6.290e-02   ,305  ,494.89  ,-76.484
60234  ,6.220e-02   ,305  ,499.27  ,-76.484
60235  ,6.104e-02   ,305  ,503.65  ,-76.484
60236  ,5.970e-02   ,305  ,508.03  ,-76.484
60237  ,5.837e-02   ,305  ,512.41  ,-76.484
60238  ,5.946e-02   ,305  ,516.79  ,-76.484
60239  ,5.882e-02   ,305  ,521.17  ,-76.484
60240  ,5.824e-02   ,305  ,525.55  ,-76.484
60241  ,5.746e-02   ,305  ,529.93  ,-76.484
60242  ,5.618e-02   ,305  ,534.31  ,-76.484
60243  ,5.528e-02   ,305  ,538.69  ,-76.484
60244  ,5.400e-02   ,305  ,543.07  ,-76.484
60245  ,5.456e-02   ,305  ,547.45  ,-76.484
60246  ,5.218e-02   ,305  ,551.82  ,-76.484
60247  ,5.201e-02   ,305  ,556.2  ,-76.484
60248  ,5.140e-02   ,305  ,560.58  ,-76.484
60249  ,5.245e-02   ,305  ,564.96  ,-76.484
60250  ,5.013e-02   ,305  ,569.34  ,-76.484
60251  ,4.911e-02   ,305  ,573.72  ,-76.484
60252  ,4.964e-02   ,305  ,578.1  ,-76.484
60253  ,4.875e-02   ,305  ,582.48  ,-76.484
60254  ,4.782e-02   ,305  ,586.86  ,-76.484
60255  ,4.720e-02   ,305  ,591.24  ,-76.484
60256  ,4.735e-02   ,305  ,595.62  ,-76.484
60257  ,4.546e-02   ,305  ,600  ,-76.484
60258  ,4.611e-02   ,305  ,604.38  ,-76.484
60259  ,4.489e-02   ,305  ,608.76  ,-76.484
60260  ,4.423e-02   ,305  ,613.14  ,-76.484
60261  ,4.312e-02   ,305  ,617.52  ,-76.484
60262  ,4.367e-02   ,305  ,621.9  ,-76.484
60263  ,4.493e-02   ,305  ,626.28  ,-76.484
60264  ,4.455e-02   ,305  ,630.66  ,-76.484
60265  ,6.733e-02   ,305  ,635.04  ,-76.484
60266  ,6.567e-02   ,305  ,639.42  ,-76.484
60267  ,5.250e-02   ,305  ,643.8  ,-76.484
60268  ,4.382e-02   ,305  ,648.18  ,-76.484
60269  ,4.332e-02   ,305  ,652.55  ,-76.484
60270  ,6.202e-02   ,305  ,656.93  ,-76.484
60271  ,6.270e-02   ,305  ,661.31  ,-76.484
60272  ,5.040e-02   ,305  ,665.69  ,-76.484
60273  ,3.992e-02   ,305  ,670.07  ,-76.484
60274  ,3.817e-02   ,305  ,674.45  ,-76.484
60275  ,3.830e-02   ,305  ,678.83  ,-76.484
60276  ,3.708e-02   ,305  ,683.21  ,-76.484
60277  ,3.975e-02   ,305  ,687.59  ,-76.484
60278  ,4.487e-02   ,305  ,691.97  ,-76.484
60279  ,5.544e-02   ,305  ,696.35  ,-76.484
60280  ,4.498e-02   ,305  ,700.73  ,-76.484
60281  ,3.760e-02   ,305  ,705.11  ,-76.484
60282  ,3.636e-02   ,305  ,709.49  ,-76.484
60283  ,3.545e-02   ,305  ,713.87  ,-76.484
60284  ,3.549e-02   ,305  ,718.25  ,-76.484
60285  ,3.439e-02   ,305  ,722.63  ,-76.484
60286  ,3.481e-02   ,305  ,727.01  ,-76.484
60287  ,3.425e-02   ,305  ,731.39  ,-76.484
60288  ,3.445e-02   ,305  ,735.77  ,-76.484
60289  ,3.470e-02   ,305  ,740.15  ,-76.484
60290  ,3.277e-02   ,305  ,744.53  ,-76.484
60291  ,3.355e-02   ,305  ,748.91  ,-76.484
60292  ,3.333e-02   ,305  ,753.28  ,-76.484
60293  ,3.255e-02   ,305  ,757.66  ,-76.484
60294  ,3.310e-02   ,305  ,762.04  ,-76.484
60295  ,3.305e-02   ,305  ,766.42  ,-76.484
60296  ,3.358e-02   ,305  ,770.8  ,-76.484
60297  ,3.244e-02   ,305  ,775.18  ,-76.484
60298  ,3.177e-02   ,305  ,779.56  ,-76.484
60299  ,3.207e-02   ,305  ,783.94  ,-76.484
60300  ,3.213e-02   ,305  ,788.32  ,-76.484
60301  ,3.217e-02   ,305  ,792.7  ,-76.484
60302  ,3.223e-02   ,305  ,797.08  ,-76.484
60303  ,3.251e-02   ,305  ,801.46  ,-76.484
60304  ,3.340e-02   ,305  ,805.84  ,-76.484
60305  ,3.531e-02   ,305  ,810.22  ,-76.484
60306  ,4.651e-02   ,305  ,814.6  ,-76.484
60307  ,3.202e-02   ,305  ,818.98  ,-76.484
60308  ,3.064e-02   ,305  ,823.36  ,-76.484
60309  ,3.089e-02   ,305  ,827.74  ,-76.484
60310  ,3.115e-02   ,305  ,832.12  ,-76.484
60311  ,3.253e-02   ,305  ,836.5  ,-76.484
60312  ,3.130e-02   ,305  ,840.88  ,-76.484
60313  ,3.219e-02   ,305  ,845.26  ,-76.484
60314  ,3.193e-02   ,305  ,849.64  ,-76.484
60315  ,3.110e-02   ,305  ,854.01  ,-76.484
60316  ,3.184e-02   ,305  ,858.39  ,-76.484
60317  ,3.157e-02   ,305  ,862.77  ,-76.484
60318  ,3.176e-02   ,305  ,867.15  ,-76.484
60319  ,2.926e-02   ,305  ,871.53  ,-76.484
60320  ,2.937e-02   ,305  ,875.91  ,-76.484
60321  ,2.881e-02   ,305  ,880.29  ,-76.484
60322  ,3.144e-02   ,305  ,884.67  ,-76.484
60323  ,3.008e-02   ,305  ,889.05  ,-76.484
60324  ,3.150e-02   ,305  ,893.43  ,-76.484
60325  ,3.118e-02   ,305  ,897.81  ,-76.484
60326  ,3.214e-02   ,305  ,902.19  ,-76.484
60327  ,3.124e-02   ,305  ,906.57  ,-76.484
60328  ,3.105e-02   ,305  ,910.95  ,-76.484
60329  ,3.114e-02   ,305  ,915.33  ,-76.484
60330  ,3.160e-02   ,305  ,919.71  ,-76.484
60331  ,3.144e-02   ,305  ,924.09  ,-76.484
60332  ,3.227e-02   ,305  ,928.47  ,-76.484
60333  ,3.173e-02   ,305  ,932.85  ,-76.484
60334  ,3.081e-02   ,305  ,937.23  ,-76.484
60335  ,3.149e-02   ,305  ,941.61  ,-76.484
60336  ,3.239e-02   ,305  ,945.99  ,-76.484
60337  ,3.114e-02   ,305  ,950.36  ,-76.484
60338  ,3.162e-02   ,305  ,954.74  ,-76.484
60339  ,3.157e-02   ,305  ,959.12  ,-76.484
60340  ,3.182e-02   ,305  ,963.5  ,-76.484
60341  ,3.102e-02   ,305  ,967.88  ,-76.484
60342  ,3.342e-02   ,305  ,972.26  ,-76.484
60343  ,3.562e-02   ,305  ,976.64  ,-76.484
60344  ,5.121e-02   ,305  ,981.02  ,-76.484
60345  ,3.256e-02   ,305  ,985.4  ,-76.484
60346  ,3.154e-02   ,305  ,989.78  ,-76.484
60347  ,3.081e-02   ,305  ,994.16  ,-76.484
60348  ,3.114e-02   ,305  ,998.54  ,-76.484
60349  ,3.229e-02   ,305  ,1002.9  ,-76.484
60350  ,3.150e-02   ,305  ,1007.3  ,-76.484
60351  ,3.274e-02   ,305  ,1011.7  ,-76.484
60352  ,3.331e-02   ,305  ,1016.1  ,-76.484
60353  ,4.712e-02   ,305  ,1020.4  ,-76.484
60354  ,4.353e-02   ,305  ,1024.8  ,-76.484
60355  ,4.612e-02   ,305  ,1029.2  ,-76.484
60356  ,3.422e-02   ,305  ,1033.6  ,-76.484
60357  ,3.334e-02   ,305  ,1038  ,-76.484
60358  ,3.256e-02   ,305  ,1042.3  ,-76.484
60359  ,3.277e-02   ,305  ,1046.7  ,-76.484
60360  ,3.517e-02   ,305  ,1051.1  ,-76.484
60361  ,4.882e-02   ,305  ,1055.5  ,-76.484
60362  ,4.958e-02   ,305  ,1059.9  ,-76.484
60363  ,3.516e-02   ,305  ,1064.2  ,-76.484
60364  ,3.254e-02   ,305  ,1068.6  ,-76.484
60365  ,3.281e-02   ,305  ,1073  ,-76.484
60366  ,3.232e-02   ,305  ,1077.4  ,-76.484
60367  ,3.225e-02   ,305  ,1081.8  ,-76.484
60368  ,3.188e-02   ,305  ,1086.1  ,-76.484
60369  ,3.186e-02   ,305  ,1090.5  ,-76.484
60370  ,3.190e-02   ,305  ,1094.9  ,-76.484
60371  ,3.132e-02   ,305  ,1099.3  ,-76.484
60372  ,3.204e-02   ,305  ,1103.6  ,-76.484
60373  ,3.253e-02   ,305  ,1108  ,-76.484
60374  ,3.194e-02   ,305  ,1112.4  ,-76.484
60375  ,3.162e-02   ,305  ,1116.8  ,-76.484
60376  ,3.194e-02   ,305  ,1121.2  ,-76.484
60377  ,3.098e-02   ,305  ,1125.5  ,-76.484
60378  ,3.145e-02   ,305  ,1129.9  ,-76.484
60379  ,3.118e-02   ,305  ,1134.3  ,-76.484
60380  ,3.104e-02   ,305  ,1138.7  ,-76.484
