Noeud  ,Valeur (N/m^2)  ,X (mm)  ,Y (mm)  ,Z (mm)
1  ,5.458e+06   ,1500  ,0  ,10
2  ,5.505e+06   ,1500  ,0  ,-10
3  ,3.633e+06   ,-1.1776E-12  ,0  ,10
4  ,3.787e+06   ,-1.1776E-12  ,0  ,-10
5  ,3.859e+06   ,3000  ,0  ,-10
6  ,3.630e+06   ,3000  ,10000  ,-10
7  ,3.003e+06   ,-1.1776E-12  ,10000  ,-10
8  ,3.812e+06   ,-1.1776E-12  ,10000  ,10
9  ,3.780e+06   ,3000  ,0  ,10
10  ,3.474e+06   ,3000  ,10000  ,10
11  ,4.475e+06   ,214.29  ,0  ,10
12  ,5.508e+06   ,428.57  ,0  ,10
13  ,5.819e+06   ,642.86  ,0  ,10
14  ,5.737e+06   ,857.14  ,0  ,10
15  ,5.682e+06   ,1071.4  ,0  ,10
16  ,5.612e+06   ,1285.7  ,0  ,10
17  ,4.578e+06   ,214.29  ,0  ,-10
18  ,5.424e+06   ,428.57  ,0  ,-10
19  ,5.659e+06   ,642.86  ,0  ,-10
20  ,5.688e+06   ,857.14  ,0  ,-10
21  ,5.662e+06   ,1071.4  ,0  ,-10
22  ,5.593e+06   ,1285.7  ,0  ,-10
23  ,4.088e+06   ,3000  ,200  ,-10
24  ,4.827e+06   ,3000  ,400  ,-10
25  ,5.083e+06   ,3000  ,600  ,-10
26  ,5.229e+06   ,3000  ,800  ,-10
27  ,5.301e+06   ,3000  ,1000  ,-10
28  ,5.367e+06   ,3000  ,1200  ,-10
29  ,5.435e+06   ,3000  ,1400  ,-10
30  ,5.449e+06   ,3000  ,1600  ,-10
31  ,5.447e+06   ,3000  ,1800  ,-10
32  ,5.476e+06   ,3000  ,2000  ,-10
33  ,5.460e+06   ,3000  ,2200  ,-10
34  ,5.470e+06   ,3000  ,2400  ,-10
35  ,5.453e+06   ,3000  ,2600  ,-10
36  ,5.444e+06   ,3000  ,2800  ,-10
37  ,5.458e+06   ,3000  ,3000  ,-10
38  ,5.435e+06   ,3000  ,3200  ,-10
39  ,5.435e+06   ,3000  ,3400  ,-10
40  ,5.427e+06   ,3000  ,3600  ,-10
41  ,5.405e+06   ,3000  ,3800  ,-10
42  ,5.433e+06   ,3000  ,4000  ,-10
43  ,5.413e+06   ,3000  ,4200  ,-10
44  ,5.408e+06   ,3000  ,4400  ,-10
45  ,5.405e+06   ,3000  ,4600  ,-10
46  ,5.408e+06   ,3000  ,4800  ,-10
47  ,5.394e+06   ,3000  ,5000  ,-10
48  ,5.400e+06   ,3000  ,5200  ,-10
49  ,5.399e+06   ,3000  ,5400  ,-10
50  ,5.384e+06   ,3000  ,5600  ,-10
51  ,5.397e+06   ,3000  ,5800  ,-10
52  ,5.397e+06   ,3000  ,6000  ,-10
53  ,5.399e+06   ,3000  ,6200  ,-10
54  ,5.410e+06   ,3000  ,6400  ,-10
55  ,5.383e+06   ,3000  ,6600  ,-10
56  ,5.422e+06   ,3000  ,6800  ,-10
57  ,5.423e+06   ,3000  ,7000  ,-10
58  ,5.417e+06   ,3000  ,7200  ,-10
59  ,5.436e+06   ,3000  ,7400  ,-10
60  ,5.409e+06   ,3000  ,7600  ,-10
61  ,5.455e+06   ,3000  ,7800  ,-10
62  ,5.462e+06   ,3000  ,8000  ,-10
63  ,5.453e+06   ,3000  ,8200  ,-10
64  ,5.441e+06   ,3000  ,8400  ,-10
65  ,5.395e+06   ,3000  ,8600  ,-10
66  ,5.381e+06   ,3000  ,8800  ,-10
67  ,5.317e+06   ,3000  ,9000  ,-10
68  ,5.214e+06   ,3000  ,9200  ,-10
69  ,5.070e+06   ,3000  ,9400  ,-10
70  ,4.747e+06   ,3000  ,9600  ,-10
71  ,4.197e+06   ,3000  ,9800  ,-10
72  ,5.458e+06   ,1714.3  ,0  ,-10
73  ,5.510e+06   ,1928.6  ,0  ,-10
74  ,5.548e+06   ,2142.9  ,0  ,-10
75  ,5.581e+06   ,2357.1  ,0  ,-10
76  ,5.394e+06   ,2571.4  ,0  ,-10
77  ,4.561e+06   ,2785.7  ,0  ,-10
78  ,3.996e+06   ,-1.1776E-12  ,200  ,-10
79  ,4.662e+06   ,-1.1776E-12  ,400  ,-10
80  ,5.051e+06   ,-1.1776E-12  ,600  ,-10
81  ,5.188e+06   ,-1.1776E-12  ,800  ,-10
