Noeud  ,Valeur (N/m^2)  ,X (mm)  ,Y (mm)  ,Z (mm)
38  ,2.339e+07   ,3000  ,3200  ,-30
39  ,2.275e+07   ,3000  ,3400  ,-30
40  ,2.332e+07   ,3000  ,3600  ,-30
41  ,2.303e+07   ,3000  ,3800  ,-30
42  ,2.251e+07   ,3000  ,4000  ,-30
43  ,2.341e+07   ,3000  ,4200  ,-30
44  ,2.323e+07   ,3000  ,4400  ,-30
45  ,2.317e+07   ,3000  ,4600  ,-30
46  ,2.333e+07   ,3000  ,4800  ,-30
47  ,2.225e+07   ,3000  ,5000  ,-30
48  ,2.372e+07   ,3000  ,5200  ,-30
49  ,2.345e+07   ,3000  ,5400  ,-30
50  ,2.289e+07   ,3000  ,5600  ,-30
51  ,2.245e+07   ,3000  ,5800  ,-30
52  ,2.288e+07   ,3000  ,6000  ,-30
53  ,2.333e+07   ,3000  ,6200  ,-30
54  ,2.332e+07   ,3000  ,6400  ,-30
55  ,2.359e+07   ,3000  ,6600  ,-30
56  ,2.315e+07   ,3000  ,6800  ,-30
57  ,2.222e+07   ,3000  ,7000  ,-30
58  ,2.383e+07   ,3000  ,7200  ,-30
59  ,2.297e+07   ,3000  ,7400  ,-30
60  ,2.296e+07   ,3000  ,7600  ,-30
61  ,2.298e+07   ,3000  ,7800  ,-30
62  ,2.289e+07   ,3000  ,8000  ,-30
63  ,2.230e+07   ,3000  ,8200  ,-30
64  ,2.256e+07   ,3000  ,8400  ,-30
65  ,2.218e+07   ,3000  ,8600  ,-30
66  ,2.136e+07   ,3000  ,8800  ,-30
67  ,2.089e+07   ,3000  ,9000  ,-30
68  ,1.939e+07   ,3000  ,9200  ,-30
69  ,1.793e+07   ,3000  ,9400  ,-30
70  ,1.519e+07   ,3000  ,9600  ,-30
71  ,1.283e+07   ,3000  ,9800  ,-30
72  ,2.891e+07   ,1714.3  ,0  ,-30
73  ,2.869e+07   ,1928.6  ,0  ,-30
74  ,2.810e+07   ,2142.9  ,0  ,-30
75  ,2.649e+07   ,2357.1  ,0  ,-30
76  ,2.247e+07   ,2571.4  ,0  ,-30
77  ,1.561e+07   ,2785.7  ,0  ,-30
78  ,1.053e+07   ,-1.1776E-12  ,200  ,-30
79  ,1.555e+07   ,-1.1776E-12  ,400  ,-30
80  ,1.729e+07   ,-1.1776E-12  ,600  ,-30
81  ,1.926e+07   ,-1.1776E-12  ,800  ,-30
82  ,2.065e+07   ,-1.1776E-12  ,1000  ,-30
83  ,2.123e+07   ,-1.1776E-12  ,1200  ,-30
84  ,2.206e+07   ,-1.1776E-12  ,1400  ,-30
85  ,2.162e+07   ,-1.1776E-12  ,1600  ,-30
86  ,2.322e+07   ,-1.1776E-12  ,1800  ,-30
87  ,2.224e+07   ,-1.1776E-12  ,2000  ,-30
88  ,2.317e+07   ,-1.1776E-12  ,2200  ,-30
89  ,2.327e+07   ,-1.1776E-12  ,2400  ,-30
90  ,2.264e+07   ,-1.1776E-12  ,2600  ,-30
91  ,2.298e+07   ,-1.1776E-12  ,2800  ,-30
92  ,2.385e+07   ,-1.1776E-12  ,3000  ,-30
93  ,2.287e+07   ,-1.1776E-12  ,3200  ,-30
94  ,2.234e+07   ,-1.1776E-12  ,3400  ,-30
95  ,2.378e+07   ,-1.1776E-12  ,3600  ,-30
96  ,2.337e+07   ,-1.1776E-12  ,3800  ,-30
97  ,2.319e+07   ,-1.1776E-12  ,4000  ,-30
98  ,2.330e+07   ,-1.1776E-12  ,4200  ,-30
99  ,2.288e+07   ,-1.1776E-12  ,4400  ,-30
100  ,2.276e+07   ,-1.1776E-12  ,4600  ,-30
101  ,2.360e+07   ,-1.1776E-12  ,4800  ,-30
102  ,2.327e+07   ,-1.1776E-12  ,5000  ,-30
103  ,2.324e+07   ,-1.1776E-12  ,5200  ,-30
104  ,2.254e+07   ,-1.1776E-12  ,5400  ,-30
105  ,2.357e+07   ,-1.1776E-12  ,5600  ,-30
106  ,2.337e+07   ,-1.1776E-12  ,5800  ,-30
107  ,2.265e+07   ,-1.1776E-12  ,6000  ,-30
108  ,2.358e+07   ,-1.1776E-12  ,6200  ,-30
109  ,2.302e+07   ,-1.1776E-12  ,6400  ,-30
110  ,2.237e+07   ,-1.1776E-12  ,6600  ,-30
111  ,2.375e+07   ,-1.1776E-12  ,6800  ,-30
112  ,2.304e+07   ,-1.1776E-12  ,7000  ,-30
113  ,2.274e+07   ,-1.1776E-12  ,7200  ,-30
114  ,2.354e+07   ,-1.1776E-12  ,7400  ,-30
115  ,2.295e+07   ,-1.1776E-12  ,7600  ,-30
116  ,2.283e+07   ,-1.1776E-12  ,7800  ,-30
117  ,2.226e+07   ,-1.1776E-12  ,8000  ,-30
118  ,2.311e+07   ,-1.1776E-12  ,8200  ,-30
119  ,2.270e+07   ,-1.1776E-12  ,8400  ,-30
120  ,2.195e+07   ,-1.1776E-12  ,8600  ,-30
121  ,2.173e+07   ,-1.1776E-12  ,8800  ,-30
122  ,2.053e+07   ,-1.1776E-12  ,9000  ,-30
123  ,2.040e+07   ,-1.1776E-12  ,9200  ,-30
124  ,1.783e+07   ,-1.1776E-12  ,9400  ,-30
125  ,1.568e+07   ,-1.1776E-12  ,9600  ,-30
126  ,1.262e+07   ,-1.1776E-12  ,9800  ,-30
127  ,1.467e+07   ,200  ,10000  ,-30
128  ,2.277e+07   ,400  ,10000  ,-30
129  ,2.649e+07   ,600  ,10000  ,-30
130  ,2.793e+07   ,800  ,10000  ,-30
131  ,2.796e+07   ,1000  ,10000  ,-30
132  ,2.936e+07   ,1200  ,10000  ,-30
133  ,3.001e+07   ,1400  ,10000  ,-30
134  ,2.770e+07   ,1600  ,10000  ,-30
135  ,2.840e+07   ,1800  ,10000  ,-30
136  ,2.765e+07   ,2000  ,10000  ,-30
137  ,2.604e+07   ,2200  ,10000  ,-30
138  ,2.324e+07   ,2400  ,10000  ,-30
139  ,2.113e+07   ,2600  ,10000  ,-30
140  ,1.276e+07   ,2800  ,10000  ,-30
141  ,1.813e+07   ,2813.7  ,312.27  ,-30
142  ,2.064e+07   ,2812.6  ,492.89  ,-30
143  ,2.208e+07   ,2826.8  ,700  ,-30
144  ,2.312e+07   ,2826.8  ,900  ,-30
145  ,2.434e+07   ,2826.8  ,1100  ,-30
146  ,2.479e+07   ,2826.8  ,1300  ,-30
147  ,2.483e+07   ,2826.8  ,1500  ,-30
148  ,2.521e+07   ,173.21  ,2300  ,-30
149  ,2.493e+07   ,173.21  ,2500  ,-30
150  ,2.564e+07   ,173.21  ,2700  ,-30
151  ,2.520e+07   ,173.21  ,2900  ,-30
152  ,2.521e+07   ,173.21  ,3100  ,-30
153  ,2.534e+07   ,173.21  ,3300  ,-30
154  ,2.521e+07   ,173.21  ,3500  ,-30
155  ,2.545e+07   ,173.21  ,3700  ,-30
156  ,2.528e+07   ,173.21  ,3900  ,-30
157  ,2.548e+07   ,173.21  ,4100  ,-30
158  ,2.508e+07   ,173.21  ,4500  ,-30
159  ,2.503e+07   ,2826.8  ,4700  ,-30
160  ,2.555e+07   ,173.21  ,4700  ,-30
161  ,2.552e+07   ,173.21  ,4900  ,-30
162  ,2.560e+07   ,2826.8  ,5300  ,-30
163  ,2.574e+07   ,173.21  ,5300  ,-30
164  ,2.502e+07   ,173.21  ,5700  ,-30
165  ,2.533e+07   ,2826.8  ,5900  ,-30
166  ,2.527e+07   ,173.21  ,5900  ,-30
167  ,2.570e+07   ,2826.8  ,6300  ,-30
168  ,2.520e+07   ,173.21  ,6500  ,-30
169  ,2.571e+07   ,173.21  ,6900  ,-30
170  ,2.510e+07   ,173.21  ,7100  ,-30
171  ,2.516e+07   ,2826.8  ,7300  ,-30
172  ,2.552e+07   ,173.21  ,7300  ,-30
173  ,2.575e+07   ,173.21  ,7500  ,-30
174  ,2.516e+07   ,173.21  ,7700  ,-30
175  ,2.511e+07   ,173.21  ,7900  ,-30
176  ,2.496e+07   ,173.21  ,8100  ,-30
177  ,2.541e+07   ,173.21  ,8300  ,-30
178  ,2.482e+07   ,173.21  ,8500  ,-30
179  ,3.164e+07   ,1300  ,9826.8  ,-30
180  ,2.904e+07   ,700  ,9826.8  ,-30
181  ,2.570e+07   ,491.39  ,9816.8  ,-30
182  ,2.021e+07   ,173.21  ,9500  ,-30
183  ,1.965e+07   ,277.99  ,9823.5  ,-30
184  ,3.362e+07   ,1607.1  ,170.09  ,-30
185  ,3.130e+07   ,1821.4  ,170.09  ,-30
186  ,3.119e+07   ,2035.7  ,170.09  ,-30
187  ,2.963e+07   ,2250  ,170.09  ,-30
188  ,2.683e+07   ,2465.3  ,171.46  ,-30
189  ,2.128e+07   ,2678.6  ,170.09  ,-30
190  ,2.506e+07   ,2826.8  ,6500  ,-30
191  ,2.551e+07   ,2826.8  ,2300  ,-30
192  ,2.526e+07   ,2826.8  ,2100  ,-30
193  ,1.620e+07   ,186.31  ,312.27  ,-30
194  ,2.539e+07   ,2826.8  ,1900  ,-30
195  ,1.834e+07   ,187.42  ,492.89  ,-30
196  ,2.021e+07   ,173.21  ,700  ,-30
197  ,2.153e+07   ,173.21  ,900  ,-30
198  ,2.512e+07   ,2826.8  ,1700  ,-30
199  ,1.864e+07   ,321.43  ,170.09  ,-30
200  ,3.042e+07   ,1178.6  ,170.09  ,-30
201  ,2.319e+07   ,534.76  ,171.49  ,-30
202  ,2.658e+07   ,750  ,170.09  ,-30
203  ,3.308e+07   ,1392.9  ,170.09  ,-30
204  ,2.890e+07   ,964.29  ,170.09  ,-30
205  ,2.245e+07   ,173.21  ,1100  ,-30
206  ,2.338e+07   ,173.21  ,1300  ,-30
207  ,2.401e+07   ,173.21  ,1500  ,-30
208  ,2.435e+07   ,173.21  ,1700  ,-30
209  ,2.498e+07   ,173.21  ,1900  ,-30
210  ,2.487e+07   ,173.21  ,2100  ,-30
211  ,2.553e+07   ,2826.8  ,2500  ,-30
212  ,2.560e+07   ,2826.8  ,2700  ,-30
213  ,2.573e+07   ,2826.8  ,2900  ,-30
214  ,2.512e+07   ,2826.8  ,3100  ,-30
215  ,2.549e+07   ,2826.8  ,3300  ,-30
216  ,2.517e+07   ,2826.8  ,3500  ,-30
217  ,2.518e+07   ,2826.8  ,3700  ,-30
218  ,2.509e+07   ,2826.8  ,3900  ,-30
219  ,2.518e+07   ,2826.8  ,4100  ,-30
220  ,2.571e+07   ,2826.8  ,4300  ,-30
221  ,2.542e+07   ,173.21  ,4300  ,-30
222  ,2.573e+07   ,2826.8  ,4500  ,-30
223  ,2.527e+07   ,2826.8  ,4900  ,-30
224  ,2.550e+07   ,2826.8  ,5100  ,-30
225  ,2.550e+07   ,173.21  ,5100  ,-30
226  ,2.527e+07   ,2826.8  ,5500  ,-30
227  ,2.527e+07   ,173.21  ,5500  ,-30
228  ,2.518e+07   ,2826.8  ,5700  ,-30
229  ,2.527e+07   ,2826.8  ,6100  ,-30
230  ,2.553e+07   ,173.21  ,6100  ,-30
231  ,2.550e+07   ,173.21  ,6300  ,-30
232  ,2.522e+07   ,2826.8  ,6700  ,-30
233  ,2.525e+07   ,173.21  ,6700  ,-30
234  ,2.535e+07   ,2826.8  ,6900  ,-30
235  ,2.522e+07   ,2826.8  ,7100  ,-30
236  ,2.559e+07   ,2826.8  ,7500  ,-30
237  ,2.484e+07   ,2826.8  ,7700  ,-30
238  ,2.533e+07   ,2826.8  ,7900  ,-30
239  ,2.496e+07   ,2826.8  ,8100  ,-30
240  ,2.433e+07   ,2826.8  ,8300  ,-30
241  ,2.381e+07   ,2826.8  ,8500  ,-30
242  ,2.351e+07   ,2826.8  ,8700  ,-30
243  ,2.321e+07   ,2826.8  ,8900  ,-30
244  ,2.091e+07   ,2826.8  ,9300  ,-30
245  ,1.843e+07   ,2818  ,9505.8  ,-30
246  ,1.719e+07   ,2825.9  ,9696.9  ,-30
247  ,2.185e+07   ,2826.8  ,9100  ,-30
248  ,1.708e+07   ,168.9  ,9694  ,-30
249  ,2.437e+07   ,173.21  ,8900  ,-30
250  ,2.216e+07   ,173.21  ,9300  ,-30
251  ,2.353e+07   ,173.21  ,9100  ,-30
252  ,3.040e+07   ,900  ,9826.8  ,-30
253  ,3.140e+07   ,1100  ,9826.8  ,-30
254  ,2.448e+07   ,173.21  ,8700  ,-30
255  ,3.127e+07   ,1500  ,9826.8  ,-30
256  ,3.068e+07   ,1700  ,9826.8  ,-30
257  ,3.020e+07   ,1900  ,9826.8  ,-30
258  ,2.802e+07   ,2100  ,9826.8  ,-30
259  ,2.625e+07   ,2300  ,9826.8  ,-30
260  ,2.350e+07   ,2502.1  ,9825.6  ,-30
261  ,1.844e+07   ,2720.9  ,9828.1  ,-30
262  ,2.018e+07   ,2620.2  ,9638.2  ,-30
263  ,2.380e+07   ,2399.7  ,9655  ,-30
264  ,2.623e+07   ,2200  ,9653.6  ,-30
265  ,2.811e+07   ,2000  ,9653.6  ,-30
266  ,2.924e+07   ,1800  ,9653.6  ,-30
267  ,3.009e+07   ,1600  ,9653.6  ,-30
268  ,3.026e+07   ,1000  ,9653.6  ,-30
269  ,2.427e+07   ,346.41  ,9200  ,-30
270  ,2.478e+07   ,346.41  ,9000  ,-30
271  ,2.493e+07   ,346.41  ,8800  ,-30
272  ,2.170e+07   ,2653.6  ,9200  ,-30
273  ,2.079e+07   ,2651.9  ,9407.3  ,-30
274  ,2.248e+07   ,2653.6  ,9000  ,-30
275  ,2.310e+07   ,2653.6  ,8800  ,-30
276  ,2.363e+07   ,2653.6  ,8600  ,-30
277  ,2.412e+07   ,2653.6  ,8400  ,-30
278  ,2.444e+07   ,2653.6  ,8200  ,-30
279  ,2.460e+07   ,2653.6  ,8000  ,-30
280  ,2.478e+07   ,2653.6  ,7800  ,-30
281  ,2.489e+07   ,2653.6  ,7600  ,-30
282  ,2.504e+07   ,2653.6  ,7000  ,-30
283  ,2.505e+07   ,2653.6  ,6800  ,-30
284  ,2.508e+07   ,346.41  ,6200  ,-30
285  ,2.510e+07   ,2653.6  ,5600  ,-30
286  ,2.511e+07   ,2653.6  ,5000  ,-30
287  ,2.509e+07   ,2653.6  ,4400  ,-30
288  ,2.509e+07   ,2653.6  ,4200  ,-30
289  ,2.511e+07   ,2653.6  ,4000  ,-30
290  ,2.512e+07   ,2653.6  ,3800  ,-30
291  ,2.511e+07   ,2653.6  ,3600  ,-30
292  ,2.511e+07   ,2653.6  ,3400  ,-30
293  ,2.512e+07   ,2653.6  ,3200  ,-30
294  ,2.515e+07   ,2653.6  ,3000  ,-30
295  ,2.517e+07   ,2653.6  ,2800  ,-30
296  ,2.517e+07   ,2653.6  ,2600  ,-30
297  ,2.459e+07   ,346.41  ,2000  ,-30
298  ,2.437e+07   ,346.41  ,1800  ,-30
299  ,2.408e+07   ,346.41  ,1600  ,-30
300  ,2.374e+07   ,346.41  ,1400  ,-30
301  ,2.313e+07   ,346.41  ,1200  ,-30
302  ,2.702e+07   ,857.14  ,340.18  ,-30
303  ,2.415e+07   ,641.29  ,340.67  ,-30
304  ,2.880e+07   ,1071.4  ,340.18  ,-30
305  ,3.056e+07   ,1285.7  ,340.18  ,-30
306  ,2.048e+07   ,403.87  ,360.84  ,-30
307  ,2.251e+07   ,346.41  ,1000  ,-30
308  ,2.156e+07   ,346.41  ,800  ,-30
309  ,2.082e+07   ,349.56  ,590.87  ,-30
310  ,2.521e+07   ,2653.6  ,1800  ,-30
311  ,2.523e+07   ,2653.6  ,2000  ,-30
312  ,2.523e+07   ,2653.6  ,2200  ,-30
313  ,2.519e+07   ,2653.6  ,2400  ,-30
314  ,2.506e+07   ,2653.6  ,6600  ,-30
315  ,2.401e+07   ,2596.1  ,360.83  ,-30
316  ,2.744e+07   ,2358.7  ,340.64  ,-30
317  ,2.967e+07   ,2142.9  ,340.18  ,-30
318  ,3.062e+07   ,1928.6  ,340.18  ,-30
319  ,3.148e+07   ,1714.3  ,340.18  ,-30
320  ,3.187e+07   ,1500  ,340.18  ,-30
321  ,2.225e+07   ,362.07  ,9619.7  ,-30
322  ,2.324e+07   ,344.98  ,9399.7  ,-30
323  ,2.884e+07   ,800  ,9653.6  ,-30
324  ,2.647e+07   ,592.73  ,9651.9  ,-30
325  ,3.077e+07   ,1400  ,9653.6  ,-30
326  ,3.081e+07   ,1200  ,9653.6  ,-30
327  ,2.508e+07   ,346.41  ,8600  ,-30
328  ,2.518e+07   ,346.41  ,8400  ,-30
329  ,2.525e+07   ,346.41  ,8200  ,-30
330  ,2.528e+07   ,346.41  ,8000  ,-30
331  ,2.525e+07   ,346.41  ,7800  ,-30
332  ,2.520e+07   ,346.41  ,7600  ,-30
333  ,2.518e+07   ,346.41  ,7400  ,-30
334  ,2.497e+07   ,2653.6  ,7400  ,-30
335  ,2.498e+07   ,2653.6  ,7200  ,-30
336  ,2.515e+07   ,346.41  ,7200  ,-30
337  ,2.514e+07   ,346.41  ,7000  ,-30
338  ,2.512e+07   ,346.41  ,6800  ,-30
339  ,2.512e+07   ,346.41  ,6600  ,-30
340  ,2.509e+07   ,346.41  ,6400  ,-30
341  ,2.509e+07   ,2653.6  ,6400  ,-30
342  ,2.508e+07   ,2653.6  ,6200  ,-30
343  ,2.508e+07   ,346.41  ,6000  ,-30
344  ,2.510e+07   ,2653.6  ,6000  ,-30
345  ,2.511e+07   ,2653.6  ,5800  ,-30
346  ,2.507e+07   ,346.41  ,5800  ,-30
347  ,2.506e+07   ,346.41  ,5600  ,-30
348  ,2.509e+07   ,346.41  ,5400  ,-30
349  ,2.508e+07   ,346.41  ,5200  ,-30
350  ,2.509e+07   ,2653.6  ,5400  ,-30
351  ,2.509e+07   ,2653.6  ,5200  ,-30
352  ,2.508e+07   ,346.41  ,5000  ,-30
353  ,2.509e+07   ,346.41  ,4800  ,-30
354  ,2.508e+07   ,2653.6  ,4800  ,-30
355  ,2.509e+07   ,2653.6  ,4600  ,-30
356  ,2.507e+07   ,346.41  ,4600  ,-30
357  ,2.509e+07   ,346.41  ,4400  ,-30
358  ,2.508e+07   ,346.41  ,4200  ,-30
359  ,2.508e+07   ,346.41  ,4000  ,-30
360  ,2.508e+07   ,346.41  ,3800  ,-30
361  ,2.506e+07   ,346.41  ,3600  ,-30
362  ,2.509e+07   ,346.41  ,3400  ,-30
363  ,2.507e+07   ,346.41  ,3200  ,-30
364  ,2.502e+07   ,346.41  ,3000  ,-30
365  ,2.501e+07   ,346.41  ,2800  ,-30
366  ,2.495e+07   ,346.41  ,2600  ,-30
367  ,2.486e+07   ,346.41  ,2400  ,-30
368  ,2.474e+07   ,346.41  ,2200  ,-30
369  ,2.520e+07   ,2653.6  ,1600  ,-30
370  ,2.510e+07   ,2653.6  ,1400  ,-30
371  ,2.493e+07   ,2653.6  ,1200  ,-30
372  ,2.457e+07   ,2653.6  ,1000  ,-30
373  ,2.411e+07   ,2653.6  ,800  ,-30
374  ,2.332e+07   ,2650.4  ,590.87  ,-30
375  ,1.336e+07   ,135.25  ,152.18  ,-30
376  ,1.384e+07   ,2864.8  ,152.18  ,-30
377  ,2.579e+07   ,2469  ,513.43  ,-30
378  ,2.509e+07   ,2493.6  ,707.15  ,-30
379  ,2.546e+07   ,2480.4  ,900  ,-30
380  ,2.550e+07   ,2480.4  ,1100  ,-30
381  ,2.570e+07   ,2480.4  ,1300  ,-30
382  ,2.565e+07   ,2480.4  ,1500  ,-30
383  ,2.484e+07   ,519.62  ,2300  ,-30
384  ,2.491e+07   ,519.62  ,2500  ,-30
385  ,2.498e+07   ,519.62  ,2700  ,-30
386  ,2.502e+07   ,519.62  ,2900  ,-30
387  ,2.504e+07   ,519.62  ,3100  ,-30
388  ,2.506e+07   ,519.62  ,3300  ,-30
389  ,2.506e+07   ,519.62  ,3500  ,-30
390  ,2.505e+07   ,519.62  ,3700  ,-30
391  ,2.506e+07   ,519.62  ,3900  ,-30
392  ,2.506e+07   ,519.62  ,4100  ,-30
393  ,2.506e+07   ,519.62  ,4300  ,-30
394  ,2.506e+07   ,519.62  ,4500  ,-30
395  ,2.506e+07   ,2480.4  ,4700  ,-30
396  ,2.506e+07   ,519.62  ,4700  ,-30
397  ,2.505e+07   ,519.62  ,4900  ,-30
398  ,2.506e+07   ,2480.4  ,5300  ,-30
399  ,2.505e+07   ,519.62  ,5100  ,-30
400  ,2.506e+07   ,519.62  ,5300  ,-30
401  ,2.506e+07   ,519.62  ,5500  ,-30
402  ,2.506e+07   ,519.62  ,5700  ,-30
403  ,2.507e+07   ,2480.4  ,5900  ,-30
404  ,2.506e+07   ,519.62  ,5900  ,-30
405  ,2.507e+07   ,2480.4  ,6100  ,-30
406  ,2.506e+07   ,2480.4  ,6300  ,-30
407  ,2.510e+07   ,519.62  ,6500  ,-30
408  ,2.511e+07   ,519.62  ,6700  ,-30
409  ,2.513e+07   ,519.62  ,6900  ,-30
410  ,2.517e+07   ,519.62  ,7100  ,-30
411  ,2.497e+07   ,2480.4  ,7300  ,-30
412  ,2.521e+07   ,519.62  ,7300  ,-30
413  ,2.526e+07   ,519.62  ,7500  ,-30
414  ,2.534e+07   ,519.62  ,7700  ,-30
415  ,2.542e+07   ,519.62  ,7900  ,-30
416  ,2.551e+07   ,519.62  ,8100  ,-30
417  ,2.557e+07   ,519.62  ,8300  ,-30
418  ,2.565e+07   ,519.62  ,8500  ,-30
419  ,3.004e+07   ,1300  ,9480.4  ,-30
420  ,2.717e+07   ,692.59  ,9471  ,-30
421  ,2.523e+07   ,506.14  ,9484.2  ,-30
422  ,3.056e+07   ,1607.1  ,510.26  ,-30
423  ,3.021e+07   ,1821.4  ,510.26  ,-30
424  ,2.955e+07   ,2035.7  ,510.26  ,-30
425  ,2.800e+07   ,2249.4  ,508.79  ,-30
426  ,2.505e+07   ,2480.4  ,6500  ,-30
427  ,2.532e+07   ,2480.4  ,2300  ,-30
428  ,2.539e+07   ,2480.4  ,2100  ,-30
429  ,2.252e+07   ,531.01  ,513.43  ,-30
430  ,2.555e+07   ,2480.4  ,1700  ,-30
431  ,2.544e+07   ,2480.4  ,1900  ,-30
432  ,2.242e+07   ,506.42  ,707.15  ,-30
433  ,2.297e+07   ,519.62  ,900  ,-30
434  ,3.008e+07   ,1392.9  ,510.26  ,-30
435  ,2.872e+07   ,1178.6  ,510.26  ,-30
436  ,2.737e+07   ,964.29  ,510.26  ,-30
437  ,2.512e+07   ,750.58  ,508.79  ,-30
438  ,2.357e+07   ,519.62  ,1100  ,-30
439  ,2.387e+07   ,519.62  ,1300  ,-30
440  ,2.413e+07   ,519.62  ,1500  ,-30
441  ,2.436e+07   ,519.62  ,1700  ,-30
442  ,2.474e+07   ,519.62  ,2100  ,-30
443  ,2.460e+07   ,519.62  ,1900  ,-30
444  ,2.526e+07   ,2480.4  ,2500  ,-30
445  ,2.521e+07   ,2480.4  ,2700  ,-30
446  ,2.517e+07   ,2480.4  ,2900  ,-30
447  ,2.514e+07   ,2480.4  ,3100  ,-30
448  ,2.512e+07   ,2480.4  ,3300  ,-30
449  ,2.510e+07   ,2480.4  ,3500  ,-30
450  ,2.509e+07   ,2480.4  ,3700  ,-30
451  ,2.508e+07   ,2480.4  ,3900  ,-30
452  ,2.507e+07   ,2480.4  ,4100  ,-30
453  ,2.506e+07   ,2480.4  ,4300  ,-30
454  ,2.506e+07   ,2480.4  ,4500  ,-30
455  ,2.507e+07   ,2480.4  ,4900  ,-30
456  ,2.506e+07   ,2480.4  ,5100  ,-30
457  ,2.506e+07   ,2480.4  ,5500  ,-30
458  ,2.507e+07   ,2480.4  ,5700  ,-30
459  ,2.508e+07   ,519.62  ,6300  ,-30
460  ,2.507e+07   ,519.62  ,6100  ,-30
461  ,2.505e+07   ,2480.4  ,6700  ,-30
462  ,2.504e+07   ,2480.4  ,6900  ,-30
463  ,2.501e+07   ,2480.4  ,7100  ,-30
464  ,2.492e+07   ,2480.4  ,7500  ,-30
465  ,2.484e+07   ,2480.4  ,7700  ,-30
466  ,2.472e+07   ,2480.4  ,7900  ,-30
467  ,2.457e+07   ,2480.4  ,8100  ,-30
468  ,2.443e+07   ,2480.4  ,8300  ,-30
469  ,2.407e+07   ,2480.4  ,8500  ,-30
470  ,2.371e+07   ,2480.4  ,8700  ,-30
471  ,2.329e+07   ,2480.4  ,8900  ,-30
472  ,2.284e+07   ,2467.9  ,9112.3  ,-30
473  ,2.256e+07   ,2471.1  ,9307.8  ,-30
474  ,2.249e+07   ,2484.3  ,9494  ,-30
475  ,2.569e+07   ,519.62  ,8700  ,-30
476  ,2.563e+07   ,519.62  ,8900  ,-30
477  ,2.565e+07   ,529  ,9304.5  ,-30
478  ,2.582e+07   ,532.09  ,9111.8  ,-30
479  ,2.969e+07   ,1100  ,9480.4  ,-30
480  ,2.890e+07   ,887.72  ,9467.5  ,-30
481  ,2.979e+07   ,1500  ,9480.4  ,-30
482  ,2.894e+07   ,1700  ,9480.4  ,-30
483  ,2.778e+07   ,1900  ,9480.4  ,-30
484  ,2.615e+07   ,2111.6  ,9467.4  ,-30
485  ,2.426e+07   ,2304.8  ,9471  ,-30
486  ,2.419e+07   ,2267.4  ,9266.8  ,-30
487  ,2.728e+07   ,732.63  ,9266.8  ,-30
488  ,2.616e+07   ,2021.1  ,9299.3  ,-30
489  ,2.759e+07   ,1801.5  ,9307  ,-30
490  ,2.875e+07   ,1600  ,9307.2  ,-30
491  ,2.858e+07   ,978.87  ,9299.4  ,-30
492  ,2.662e+07   ,696.19  ,9018.7  ,-30
493  ,2.634e+07   ,692.82  ,8800  ,-30
494  ,2.414e+07   ,2303.8  ,9018.7  ,-30
495  ,2.429e+07   ,2307.2  ,8800  ,-30
496  ,2.444e+07   ,2307.2  ,8600  ,-30
497  ,2.458e+07   ,2307.2  ,8400  ,-30
498  ,2.473e+07   ,2307.2  ,8200  ,-30
499  ,2.481e+07   ,2307.2  ,8000  ,-30
