Noeud  ,Valeur (N/m^2)  ,X (mm)  ,Y (mm)  ,Z (mm)
1  ,4.140e+07   ,1500  ,0  ,40
2  ,3.986e+07   ,1500  ,0  ,-40
3  ,4.374e+06   ,-1.1776E-12  ,0  ,40
4  ,6.192e+06   ,-1.1776E-12  ,0  ,-40
5  ,5.632e+06   ,3000  ,0  ,-40
6  ,5.517e+06   ,3000  ,10000  ,-40
7  ,6.253e+06   ,-1.1776E-12  ,10000  ,-40
8  ,4.195e+06   ,-1.1776E-12  ,10000  ,40
9  ,4.230e+06   ,3000  ,0  ,40
10  ,4.147e+06   ,3000  ,10000  ,40
11  ,1.003e+07   ,214.29  ,0  ,40
12  ,1.529e+07   ,428.57  ,0  ,40
13  ,1.683e+07   ,642.86  ,0  ,40
14  ,1.922e+07   ,857.14  ,0  ,40
15  ,1.947e+07   ,1071.4  ,0  ,40
16  ,2.209e+07   ,1285.7  ,0  ,40
17  ,1.073e+07   ,214.29  ,0  ,-40
18  ,1.402e+07   ,428.57  ,0  ,-40
19  ,1.717e+07   ,642.86  ,0  ,-40
20  ,1.750e+07   ,857.14  ,0  ,-40
21  ,1.960e+07   ,1071.4  ,0  ,-40
22  ,2.607e+07   ,1285.7  ,0  ,-40
23  ,7.185e+06   ,3000  ,200  ,-40
24  ,1.048e+07   ,3000  ,400  ,-40
25  ,1.198e+07   ,3000  ,600  ,-40
26  ,1.309e+07   ,3000  ,800  ,-40
27  ,1.327e+07   ,3000  ,1000  ,-40
28  ,1.483e+07   ,3000  ,1200  ,-40
29  ,1.522e+07   ,3000  ,1400  ,-40
30  ,1.609e+07   ,3000  ,1600  ,-40
31  ,1.484e+07   ,3000  ,1800  ,-40
32  ,1.600e+07   ,3000  ,2000  ,-40
33  ,1.521e+07   ,3000  ,2200  ,-40
34  ,1.623e+07   ,3000  ,2400  ,-40
35  ,1.596e+07   ,3000  ,2600  ,-40
36  ,1.538e+07   ,3000  ,2800  ,-40
37  ,1.634e+07   ,3000  ,3000  ,-40
38  ,1.535e+07   ,3000  ,3200  ,-40
39  ,1.688e+07   ,3000  ,3400  ,-40
40  ,1.587e+07   ,3000  ,3600  ,-40
41  ,1.636e+07   ,3000  ,3800  ,-40
42  ,1.680e+07   ,3000  ,4000  ,-40
43  ,1.641e+07   ,3000  ,4200  ,-40
44  ,1.653e+07   ,3000  ,4400  ,-40
45  ,1.542e+07   ,3000  ,4600  ,-40
46  ,1.660e+07   ,3000  ,4800  ,-40
47  ,1.622e+07   ,3000  ,5000  ,-40
48  ,1.609e+07   ,3000  ,5200  ,-40
49  ,1.548e+07   ,3000  ,5400  ,-40
50  ,1.611e+07   ,3000  ,5600  ,-40
51  ,1.647e+07   ,3000  ,5800  ,-40
52  ,1.574e+07   ,3000  ,6000  ,-40
53  ,1.666e+07   ,3000  ,6200  ,-40
54  ,1.610e+07   ,3000  ,6400  ,-40
55  ,1.548e+07   ,3000  ,6600  ,-40
56  ,1.645e+07   ,3000  ,6800  ,-40
57  ,1.630e+07   ,3000  ,7000  ,-40
58  ,1.621e+07   ,3000  ,7200  ,-40
59  ,1.641e+07   ,3000  ,7400  ,-40
60  ,1.530e+07   ,3000  ,7600  ,-40
61  ,1.662e+07   ,3000  ,7800  ,-40
62  ,1.594e+07   ,3000  ,8000  ,-40
63  ,1.578e+07   ,3000  ,8200  ,-40
64  ,1.483e+07   ,3000  ,8400  ,-40
65  ,1.602e+07   ,3000  ,8600  ,-40
66  ,1.467e+07   ,3000  ,8800  ,-40
67  ,1.459e+07   ,3000  ,9000  ,-40
68  ,1.381e+07   ,3000  ,9200  ,-40
69  ,1.273e+07   ,3000  ,9400  ,-40
70  ,1.101e+07   ,3000  ,9600  ,-40
71  ,9.113e+06   ,3000  ,9800  ,-40
72  ,2.650e+07   ,1714.3  ,0  ,-40
73  ,2.017e+07   ,1928.6  ,0  ,-40
74  ,1.825e+07   ,2142.9  ,0  ,-40
75  ,1.721e+07   ,2357.1  ,0  ,-40
76  ,1.502e+07   ,2571.4  ,0  ,-40
77  ,9.487e+06   ,2785.7  ,0  ,-40
78  ,8.455e+06   ,-1.1776E-12  ,200  ,-40
79  ,1.068e+07   ,-1.1776E-12  ,400  ,-40
80  ,1.257e+07   ,-1.1776E-12  ,600  ,-40
81  ,1.343e+07   ,-1.1776E-12  ,800  ,-40
82  ,1.391e+07   ,-1.1776E-12  ,1000  ,-40
83  ,1.488e+07   ,-1.1776E-12  ,1200  ,-40
84  ,1.509e+07   ,-1.1776E-12  ,1400  ,-40
85  ,1.613e+07   ,-1.1776E-12  ,1600  ,-40
86  ,1.513e+07   ,-1.1776E-12  ,1800  ,-40
87  ,1.639e+07   ,-1.1776E-12  ,2000  ,-40
88  ,1.621e+07   ,-1.1776E-12  ,2200  ,-40
89  ,1.629e+07   ,-1.1776E-12  ,2400  ,-40
90  ,1.615e+07   ,-1.1776E-12  ,2600  ,-40
91  ,1.547e+07   ,-1.1776E-12  ,2800  ,-40
92  ,1.643e+07   ,-1.1776E-12  ,3000  ,-40
93  ,1.617e+07   ,-1.1776E-12  ,3200  ,-40
94  ,1.641e+07   ,-1.1776E-12  ,3400  ,-40
95  ,1.587e+07   ,-1.1776E-12  ,3600  ,-40
96  ,1.638e+07   ,-1.1776E-12  ,3800  ,-40
97  ,1.636e+07   ,-1.1776E-12  ,4000  ,-40
98  ,1.607e+07   ,-1.1776E-12  ,4200  ,-40
99  ,1.699e+07   ,-1.1776E-12  ,4400  ,-40
100  ,1.643e+07   ,-1.1776E-12  ,4600  ,-40
101  ,1.638e+07   ,-1.1776E-12  ,4800  ,-40
102  ,1.622e+07   ,-1.1776E-12  ,5000  ,-40
103  ,1.616e+07   ,-1.1776E-12  ,5200  ,-40
104  ,1.642e+07   ,-1.1776E-12  ,5400  ,-40
105  ,1.639e+07   ,-1.1776E-12  ,5600  ,-40
106  ,1.638e+07   ,-1.1776E-12  ,5800  ,-40
107  ,1.622e+07   ,-1.1776E-12  ,6000  ,-40
108  ,1.613e+07   ,-1.1776E-12  ,6200  ,-40
109  ,1.612e+07   ,-1.1776E-12  ,6400  ,-40
110  ,1.609e+07   ,-1.1776E-12  ,6600  ,-40
111  ,1.549e+07   ,-1.1776E-12  ,6800  ,-40
112  ,1.664e+07   ,-1.1776E-12  ,7000  ,-40
113  ,1.631e+07   ,-1.1776E-12  ,7200  ,-40
114  ,1.631e+07   ,-1.1776E-12  ,7400  ,-40
115  ,1.573e+07   ,-1.1776E-12  ,7600  ,-40
116  ,1.618e+07   ,-1.1776E-12  ,7800  ,-40
117  ,1.640e+07   ,-1.1776E-12  ,8000  ,-40
118  ,1.545e+07   ,-1.1776E-12  ,8200  ,-40
119  ,1.620e+07   ,-1.1776E-12  ,8400  ,-40
120  ,1.507e+07   ,-1.1776E-12  ,8600  ,-40
121  ,1.519e+07   ,-1.1776E-12  ,8800  ,-40
122  ,1.466e+07   ,-1.1776E-12  ,9000  ,-40
123  ,1.393e+07   ,-1.1776E-12  ,9200  ,-40
124  ,1.258e+07   ,-1.1776E-12  ,9400  ,-40
125  ,1.064e+07   ,-1.1776E-12  ,9600  ,-40
126  ,8.499e+06   ,-1.1776E-12  ,9800  ,-40
127  ,1.067e+07   ,200  ,10000  ,-40
128  ,1.535e+07   ,400  ,10000  ,-40
129  ,1.765e+07   ,600  ,10000  ,-40
130  ,2.009e+07   ,800  ,10000  ,-40
131  ,2.059e+07   ,1000  ,10000  ,-40
132  ,2.046e+07   ,1200  ,10000  ,-40
133  ,2.124e+07   ,1400  ,10000  ,-40
134  ,2.116e+07   ,1600  ,10000  ,-40
135  ,2.046e+07   ,1800  ,10000  ,-40
136  ,2.066e+07   ,2000  ,10000  ,-40
137  ,1.910e+07   ,2200  ,10000  ,-40
138  ,1.704e+07   ,2400  ,10000  ,-40
139  ,1.418e+07   ,2600  ,10000  ,-40
140  ,9.561e+06   ,2800  ,10000  ,-40
141  ,1.205e+07   ,2813.7  ,312.27  ,-40
142  ,1.376e+07   ,2812.6  ,492.89  ,-40
143  ,1.459e+07   ,2826.8  ,700  ,-40
144  ,1.577e+07   ,2826.8  ,900  ,-40
145  ,1.679e+07   ,2826.8  ,1100  ,-40
146  ,1.771e+07   ,2826.8  ,1300  ,-40
