Noeud  ,Valeur (N/m^2)  ,X (mm)  ,Y (mm)  ,Z (mm)
211  ,4.318e+07   ,2826.8  ,2500  ,-40
212  ,4.339e+07   ,2826.8  ,2700  ,-40
213  ,4.372e+07   ,2826.8  ,2900  ,-40
214  ,4.346e+07   ,2826.8  ,3100  ,-40
215  ,4.406e+07   ,2826.8  ,3300  ,-40
216  ,4.470e+07   ,2826.8  ,3500  ,-40
217  ,4.460e+07   ,2826.8  ,3700  ,-40
218  ,4.474e+07   ,2826.8  ,3900  ,-40
219  ,4.481e+07   ,2826.8  ,4100  ,-40
220  ,4.465e+07   ,2826.8  ,4300  ,-40
221  ,4.391e+07   ,173.21  ,4300  ,-40
222  ,4.414e+07   ,2826.8  ,4500  ,-40
223  ,4.478e+07   ,2826.8  ,4900  ,-40
224  ,4.345e+07   ,2826.8  ,5100  ,-40
225  ,4.349e+07   ,173.21  ,5100  ,-40
226  ,4.366e+07   ,2826.8  ,5500  ,-40
227  ,4.514e+07   ,173.21  ,5500  ,-40
228  ,4.368e+07   ,2826.8  ,5700  ,-40
229  ,4.462e+07   ,2826.8  ,6100  ,-40
230  ,4.351e+07   ,173.21  ,6100  ,-40
231  ,4.387e+07   ,173.21  ,6300  ,-40
232  ,4.364e+07   ,2826.8  ,6700  ,-40
233  ,4.364e+07   ,173.21  ,6700  ,-40
234  ,4.353e+07   ,2826.8  ,6900  ,-40
235  ,4.511e+07   ,2826.8  ,7100  ,-40
236  ,4.400e+07   ,2826.8  ,7500  ,-40
237  ,4.302e+07   ,2826.8  ,7700  ,-40
238  ,4.339e+07   ,2826.8  ,7900  ,-40
239  ,4.391e+07   ,2826.8  ,8100  ,-40
240  ,4.216e+07   ,2826.8  ,8300  ,-40
241  ,4.208e+07   ,2826.8  ,8500  ,-40
242  ,4.165e+07   ,2826.8  ,8700  ,-40
243  ,4.041e+07   ,2826.8  ,8900  ,-40
244  ,3.600e+07   ,2826.8  ,9300  ,-40
245  ,3.290e+07   ,2818  ,9505.8  ,-40
246  ,2.976e+07   ,2825.9  ,9696.9  ,-40
247  ,3.847e+07   ,2826.8  ,9100  ,-40
248  ,2.867e+07   ,168.9  ,9694  ,-40
249  ,4.216e+07   ,173.21  ,8900  ,-40
250  ,3.786e+07   ,173.21  ,9300  ,-40
251  ,4.085e+07   ,173.21  ,9100  ,-40
252  ,5.478e+07   ,900  ,9826.8  ,-40
253  ,5.678e+07   ,1100  ,9826.8  ,-40
254  ,4.318e+07   ,173.21  ,8700  ,-40
255  ,5.772e+07   ,1500  ,9826.8  ,-40
256  ,5.490e+07   ,1700  ,9826.8  ,-40
257  ,5.317e+07   ,1900  ,9826.8  ,-40
258  ,4.979e+07   ,2100  ,9826.8  ,-40
259  ,4.744e+07   ,2300  ,9826.8  ,-40
260  ,4.016e+07   ,2502.1  ,9825.6  ,-40
261  ,3.063e+07   ,2720.9  ,9828.1  ,-40
262  ,3.487e+07   ,2620.2  ,9638.2  ,-40
263  ,4.151e+07   ,2399.7  ,9655  ,-40
264  ,4.686e+07   ,2200  ,9653.6  ,-40
265  ,4.993e+07   ,2000  ,9653.6  ,-40
266  ,5.234e+07   ,1800  ,9653.6  ,-40
267  ,5.385e+07   ,1600  ,9653.6  ,-40
268  ,5.349e+07   ,1000  ,9653.6  ,-40
269  ,4.175e+07   ,346.41  ,9200  ,-40
270  ,4.241e+07   ,346.41  ,9000  ,-40
271  ,4.301e+07   ,346.41  ,8800  ,-40
272  ,3.775e+07   ,2653.6  ,9200  ,-40
273  ,3.571e+07   ,2651.9  ,9407.3  ,-40
274  ,3.923e+07   ,2653.6  ,9000  ,-40
275  ,4.041e+07   ,2653.6  ,8800  ,-40
276  ,4.129e+07   ,2653.6  ,8600  ,-40
277  ,4.216e+07   ,2653.6  ,8400  ,-40
278  ,4.255e+07   ,2653.6  ,8200  ,-40
279  ,4.295e+07   ,2653.6  ,8000  ,-40
280  ,4.323e+07   ,2653.6  ,7800  ,-40
281  ,4.346e+07   ,2653.6  ,7600  ,-40
282  ,4.372e+07   ,2653.6  ,7000  ,-40
283  ,4.373e+07   ,2653.6  ,6800  ,-40
284  ,4.372e+07   ,346.41  ,6200  ,-40
285  ,4.373e+07   ,2653.6  ,5600  ,-40
286  ,4.367e+07   ,2653.6  ,5000  ,-40
287  ,4.370e+07   ,2653.6  ,4400  ,-40
288  ,4.365e+07   ,2653.6  ,4200  ,-40
289  ,4.372e+07   ,2653.6  ,4000  ,-40
290  ,4.366e+07   ,2653.6  ,3800  ,-40
291  ,4.362e+07   ,2653.6  ,3600  ,-40
292  ,4.365e+07   ,2653.6  ,3400  ,-40
293  ,4.367e+07   ,2653.6  ,3200  ,-40
294  ,4.364e+07   ,2653.6  ,3000  ,-40
295  ,4.368e+07   ,2653.6  ,2800  ,-40
296  ,4.366e+07   ,2653.6  ,2600  ,-40
297  ,4.306e+07   ,346.41  ,2000  ,-40
298  ,4.272e+07   ,346.41  ,1800  ,-40
299  ,4.211e+07   ,346.41  ,1600  ,-40
300  ,4.127e+07   ,346.41  ,1400  ,-40
301  ,4.018e+07   ,346.41  ,1200  ,-40
302  ,4.542e+07   ,857.14  ,340.18  ,-40
303  ,4.052e+07   ,641.29  ,340.67  ,-40
304  ,5.051e+07   ,1071.4  ,340.18  ,-40
305  ,5.878e+07   ,1285.7  ,340.18  ,-40
306  ,3.420e+07   ,403.87  ,360.84  ,-40
307  ,3.878e+07   ,346.41  ,1000  ,-40
308  ,3.680e+07   ,346.41  ,800  ,-40
309  ,3.516e+07   ,349.56  ,590.87  ,-40
310  ,4.334e+07   ,2653.6  ,1800  ,-40
311  ,4.350e+07   ,2653.6  ,2000  ,-40
312  ,4.357e+07   ,2653.6  ,2200  ,-40
313  ,4.357e+07   ,2653.6  ,2400  ,-40
314  ,4.378e+07   ,2653.6  ,6600  ,-40
315  ,3.847e+07   ,2596.1  ,360.83  ,-40
316  ,4.520e+07   ,2358.7  ,340.64  ,-40
317  ,4.987e+07   ,2142.9  ,340.18  ,-40
318  ,5.353e+07   ,1928.6  ,340.18  ,-40
319  ,6.060e+07   ,1714.3  ,340.18  ,-40
320  ,6.526e+07   ,1500  ,340.18  ,-40
321  ,3.760e+07   ,362.07  ,9619.7  ,-40
322  ,3.987e+07   ,344.98  ,9399.7  ,-40
323  ,5.075e+07   ,800  ,9653.6  ,-40
324  ,4.551e+07   ,592.73  ,9651.9  ,-40
325  ,5.477e+07   ,1400  ,9653.6  ,-40
326  ,5.479e+07   ,1200  ,9653.6  ,-40
327  ,4.343e+07   ,346.41  ,8600  ,-40
328  ,4.367e+07   ,346.41  ,8400  ,-40
329  ,4.379e+07   ,346.41  ,8200  ,-40
330  ,4.388e+07   ,346.41  ,8000  ,-40
331  ,4.389e+07   ,346.41  ,7800  ,-40
332  ,4.383e+07   ,346.41  ,7600  ,-40
333  ,4.384e+07   ,346.41  ,7400  ,-40
334  ,4.355e+07   ,2653.6  ,7400  ,-40
335  ,4.362e+07   ,2653.6  ,7200  ,-40
336  ,4.382e+07   ,346.41  ,7200  ,-40
337  ,4.378e+07   ,346.41  ,7000  ,-40
338  ,4.377e+07   ,346.41  ,6800  ,-40
339  ,4.373e+07   ,346.41  ,6600  ,-40
340  ,4.371e+07   ,346.41  ,6400  ,-40
341  ,4.377e+07   ,2653.6  ,6400  ,-40
342  ,4.372e+07   ,2653.6  ,6200  ,-40
343  ,4.373e+07   ,346.41  ,6000  ,-40
344  ,4.370e+07   ,2653.6  ,6000  ,-40
345  ,4.371e+07   ,2653.6  ,5800  ,-40
346  ,4.369e+07   ,346.41  ,5800  ,-40
347  ,4.371e+07   ,346.41  ,5600  ,-40
348  ,4.375e+07   ,346.41  ,5400  ,-40
349  ,4.377e+07   ,346.41  ,5200  ,-40
350  ,4.373e+07   ,2653.6  ,5400  ,-40
351  ,4.373e+07   ,2653.6  ,5200  ,-40
352  ,4.376e+07   ,346.41  ,5000  ,-40
353  ,4.374e+07   ,346.41  ,4800  ,-40
354  ,4.372e+07   ,2653.6  ,4800  ,-40
355  ,4.374e+07   ,2653.6  ,4600  ,-40
356  ,4.375e+07   ,346.41  ,4600  ,-40
357  ,4.379e+07   ,346.41  ,4400  ,-40
358  ,4.381e+07   ,346.41  ,4200  ,-40
359  ,4.380e+07   ,346.41  ,4000  ,-40
360  ,4.380e+07   ,346.41  ,3800  ,-40
361  ,4.374e+07   ,346.41  ,3600  ,-40
362  ,4.383e+07   ,346.41  ,3400  ,-40
363  ,4.379e+07   ,346.41  ,3200  ,-40
364  ,4.376e+07   ,346.41  ,3000  ,-40
365  ,4.375e+07   ,346.41  ,2800  ,-40
366  ,4.363e+07   ,346.41  ,2600  ,-40
367  ,4.354e+07   ,346.41  ,2400  ,-40
368  ,4.335e+07   ,346.41  ,2200  ,-40
369  ,4.315e+07   ,2653.6  ,1600  ,-40
370  ,4.274e+07   ,2653.6  ,1400  ,-40
371  ,4.212e+07   ,2653.6  ,1200  ,-40
372  ,4.087e+07   ,2653.6  ,1000  ,-40
373  ,3.920e+07   ,2653.6  ,800  ,-40
374  ,3.789e+07   ,2650.4  ,590.87  ,-40
375  ,2.237e+07   ,135.25  ,152.18  ,-40
376  ,2.308e+07   ,2864.8  ,152.18  ,-40
377  ,4.225e+07   ,2469  ,513.43  ,-40
378  ,4.146e+07   ,2493.6  ,707.15  ,-40
379  ,4.254e+07   ,2480.4  ,900  ,-40
380  ,4.334e+07   ,2480.4  ,1100  ,-40
381  ,4.395e+07   ,2480.4  ,1300  ,-40
382  ,4.384e+07   ,2480.4  ,1500  ,-40
383  ,4.355e+07   ,519.62  ,2300  ,-40
384  ,4.364e+07   ,519.62  ,2500  ,-40
385  ,4.370e+07   ,519.62  ,2700  ,-40
386  ,4.377e+07   ,519.62  ,2900  ,-40
387  ,4.378e+07   ,519.62  ,3100  ,-40
388  ,4.377e+07   ,519.62  ,3300  ,-40
389  ,4.376e+07   ,519.62  ,3500  ,-40
390  ,4.375e+07   ,519.62  ,3700  ,-40
391  ,4.375e+07   ,519.62  ,3900  ,-40
392  ,4.375e+07   ,519.62  ,4100  ,-40
393  ,4.374e+07   ,519.62  ,4300  ,-40
394  ,4.371e+07   ,519.62  ,4500  ,-40
395  ,4.366e+07   ,2480.4  ,4700  ,-40
396  ,4.371e+07   ,519.62  ,4700  ,-40
397  ,4.370e+07   ,519.62  ,4900  ,-40
398  ,4.369e+07   ,2480.4  ,5300  ,-40
399  ,4.370e+07   ,519.62  ,5100  ,-40
400  ,4.370e+07   ,519.62  ,5300  ,-40
401  ,4.369e+07   ,519.62  ,5500  ,-40
402  ,4.368e+07   ,519.62  ,5700  ,-40
403  ,4.370e+07   ,2480.4  ,5900  ,-40
404  ,4.368e+07   ,519.62  ,5900  ,-40
405  ,4.370e+07   ,2480.4  ,6100  ,-40
406  ,4.371e+07   ,2480.4  ,6300  ,-40
407  ,4.373e+07   ,519.62  ,6500  ,-40
408  ,4.376e+07   ,519.62  ,6700  ,-40
409  ,4.379e+07   ,519.62  ,6900  ,-40
410  ,4.383e+07   ,519.62  ,7100  ,-40
411  ,4.358e+07   ,2480.4  ,7300  ,-40
412  ,4.388e+07   ,519.62  ,7300  ,-40
413  ,4.397e+07   ,519.62  ,7500  ,-40
414  ,4.408e+07   ,519.62  ,7700  ,-40
415  ,4.419e+07   ,519.62  ,7900  ,-40
416  ,4.432e+07   ,519.62  ,8100  ,-40
417  ,4.442e+07   ,519.62  ,8300  ,-40
418  ,4.449e+07   ,519.62  ,8500  ,-40
419  ,5.318e+07   ,1300  ,9480.4  ,-40
420  ,4.703e+07   ,692.59  ,9471  ,-40
421  ,4.357e+07   ,506.14  ,9484.2  ,-40
422  ,5.933e+07   ,1607.1  ,510.26  ,-40
423  ,5.492e+07   ,1821.4  ,510.26  ,-40
424  ,5.095e+07   ,2035.7  ,510.26  ,-40
425  ,4.670e+07   ,2249.4  ,508.79  ,-40
426  ,4.372e+07   ,2480.4  ,6500  ,-40
427  ,4.382e+07   ,2480.4  ,2300  ,-40
428  ,4.392e+07   ,2480.4  ,2100  ,-40
429  ,3.905e+07   ,531.01  ,513.43  ,-40
430  ,4.390e+07   ,2480.4  ,1700  ,-40
431  ,4.388e+07   ,2480.4  ,1900  ,-40
432  ,3.854e+07   ,506.42  ,707.15  ,-40
433  ,3.946e+07   ,519.62  ,900  ,-40
434  ,5.784e+07   ,1392.9  ,510.26  ,-40
435  ,5.259e+07   ,1178.6  ,510.26  ,-40
436  ,4.797e+07   ,964.29  ,510.26  ,-40
437  ,4.360e+07   ,750.58  ,508.79  ,-40
438  ,4.051e+07   ,519.62  ,1100  ,-40
439  ,4.141e+07   ,519.62  ,1300  ,-40
440  ,4.234e+07   ,519.62  ,1500  ,-40
441  ,4.275e+07   ,519.62  ,1700  ,-40
442  ,4.334e+07   ,519.62  ,2100  ,-40
443  ,4.305e+07   ,519.62  ,1900  ,-40
444  ,4.379e+07   ,2480.4  ,2500  ,-40
445  ,4.375e+07   ,2480.4  ,2700  ,-40
446  ,4.370e+07   ,2480.4  ,2900  ,-40
447  ,4.369e+07   ,2480.4  ,3100  ,-40
448  ,4.367e+07   ,2480.4  ,3300  ,-40
449  ,4.364e+07   ,2480.4  ,3500  ,-40
450  ,4.364e+07   ,2480.4  ,3700  ,-40
451  ,4.365e+07   ,2480.4  ,3900  ,-40
452  ,4.365e+07   ,2480.4  ,4100  ,-40
453  ,4.364e+07   ,2480.4  ,4300  ,-40
454  ,4.366e+07   ,2480.4  ,4500  ,-40
455  ,4.366e+07   ,2480.4  ,4900  ,-40
456  ,4.367e+07   ,2480.4  ,5100  ,-40
457  ,4.370e+07   ,2480.4  ,5500  ,-40
458  ,4.369e+07   ,2480.4  ,5700  ,-40
459  ,4.371e+07   ,519.62  ,6300  ,-40
460  ,4.370e+07   ,519.62  ,6100  ,-40
461  ,4.371e+07   ,2480.4  ,6700  ,-40
462  ,4.368e+07   ,2480.4  ,6900  ,-40
463  ,4.364e+07   ,2480.4  ,7100  ,-40
464  ,4.349e+07   ,2480.4  ,7500  ,-40
465  ,4.334e+07   ,2480.4  ,7700  ,-40
466  ,4.315e+07   ,2480.4  ,7900  ,-40
467  ,4.292e+07   ,2480.4  ,8100  ,-40
468  ,4.258e+07   ,2480.4  ,8300  ,-40
469  ,4.208e+07   ,2480.4  ,8500  ,-40
470  ,4.153e+07   ,2480.4  ,8700  ,-40
471  ,4.068e+07   ,2480.4  ,8900  ,-40
472  ,3.992e+07   ,2467.9  ,9112.3  ,-40
473  ,3.924e+07   ,2471.1  ,9307.8  ,-40
474  ,3.908e+07   ,2484.3  ,9494  ,-40
475  ,4.462e+07   ,519.62  ,8700  ,-40
476  ,4.452e+07   ,519.62  ,8900  ,-40
477  ,4.395e+07   ,529  ,9304.5  ,-40
478  ,4.447e+07   ,532.09  ,9111.8  ,-40
479  ,5.239e+07   ,1100  ,9480.4  ,-40
480  ,5.033e+07   ,887.72  ,9467.5  ,-40
481  ,5.287e+07   ,1500  ,9480.4  ,-40
482  ,5.125e+07   ,1700  ,9480.4  ,-40
483  ,4.923e+07   ,1900  ,9480.4  ,-40
484  ,4.638e+07   ,2111.6  ,9467.4  ,-40
485  ,4.252e+07   ,2304.8  ,9471  ,-40
486  ,4.244e+07   ,2267.4  ,9266.8  ,-40
487  ,4.738e+07   ,732.63  ,9266.8  ,-40
488  ,4.623e+07   ,2021.1  ,9299.3  ,-40
489  ,4.883e+07   ,1801.5  ,9307  ,-40
490  ,5.082e+07   ,1600  ,9307.2  ,-40
491  ,5.012e+07   ,978.87  ,9299.4  ,-40
492  ,4.644e+07   ,696.19  ,9018.7  ,-40
493  ,4.595e+07   ,692.82  ,8800  ,-40
494  ,4.205e+07   ,2303.8  ,9018.7  ,-40
495  ,4.253e+07   ,2307.2  ,8800  ,-40
496  ,4.275e+07   ,2307.2  ,8600  ,-40
497  ,4.286e+07   ,2307.2  ,8400  ,-40
498  ,4.323e+07   ,2307.2  ,8200  ,-40
499  ,4.335e+07   ,2307.2  ,8000  ,-40
